query,genome,gene_cluster,gene_callers_id,subject,pident,alignment_length,evalue,bitscore,function
00000003|gene_cluster_GC_00003075|genome_name_P815_Cocoa_CR|gene_callers_id_841,P815_Cocoa_CR,GC_00003075,841,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000016|gene_cluster_GC_00002530|genome_name_P815_Cocoa_CR|gene_callers_id_99,P815_Cocoa_CR,GC_00002530,99,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000031|gene_cluster_GC_00002950|genome_name_P815_Cocoa_CR|gene_callers_id_96,P815_Cocoa_CR,GC_00002950,96,sp|O34469|YEEB_BACSU,61.526,603.0,0.0,781.0,sp|O34469|YEEB_BACSU Putative ATP-dependent helicase YeeB OS=Bacillus subtilis (strain 168) OX=224308 GN=yeeB PE=3 SV=2
00000035|gene_cluster_GC_00002965|genome_name_P815_Cocoa_CR|gene_callers_id_111,P815_Cocoa_CR,GC_00002965,111,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000068|gene_cluster_GC_00003111|genome_name_P815_Cocoa_CR|gene_callers_id_843,P815_Cocoa_CR,GC_00003111,843,sp|A6NMZ7|CO6A6_HUMAN,31.25,144.0,7.39e-07,53.5,sp|A6NMZ7|CO6A6_HUMAN Collagen alpha-6(VI) chain OS=Homo sapiens OX=9606 GN=COL6A6 PE=1 SV=2
00000093|gene_cluster_GC_00002802|genome_name_P815_Cocoa_CR|gene_callers_id_71,P815_Cocoa_CR,GC_00002802,71,sp|Q47MU2|CLPP2_THEFY,31.325,166.0,1.07e-17,81.3,sp|Q47MU2|CLPP2_THEFY ATP-dependent Clp protease proteolytic subunit 2 OS=Thermobifida fusca (strain YX) OX=269800 GN=clpP2 PE=3 SV=1
00000097|gene_cluster_GC_00002723|genome_name_P815_Cocoa_CR|gene_callers_id_84,P815_Cocoa_CR,GC_00002723,84,sp|Q5UQ22|YL207_MIMIV,30.0,160.0,6.04e-13,76.3,sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L206 PE=4 SV=2
00000121|gene_cluster_GC_00003150|genome_name_P815_Cocoa_CR|gene_callers_id_1876,P815_Cocoa_CR,GC_00003150,1876,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000122|gene_cluster_GC_00002751|genome_name_P815_Cocoa_CR|gene_callers_id_78,P815_Cocoa_CR,GC_00002751,78,sp|Q9S4X2|YUBD_ECOLI,28.194,227.0,1.49e-15,79.0,sp|Q9S4X2|YUBD_ECOLI Putative methylase YubD OS=Escherichia coli (strain K12) OX=83333 GN=yubD PE=3 SV=1
00000133|gene_cluster_GC_00002722|genome_name_P815_Cocoa_CR|gene_callers_id_75,P815_Cocoa_CR,GC_00002722,75,sp|Q9MCT1|TERL_BPHK7,32.794,494.0,5.37e-75,249.0,"sp|Q9MCT1|TERL_BPHK7 Terminase, large subunit OS=Enterobacteria phage HK97 OX=2681617 GN=2 PE=1 SV=1"
00000136|gene_cluster_GC_00002624|genome_name_P815_Cocoa_CR|gene_callers_id_89,P815_Cocoa_CR,GC_00002624,89,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000144|gene_cluster_GC_00002758|genome_name_P815_Cocoa_CR|gene_callers_id_838,P815_Cocoa_CR,GC_00002758,838,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000153|gene_cluster_GC_00002983|genome_name_P815_Cocoa_CR|gene_callers_id_66,P815_Cocoa_CR,GC_00002983,66,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000166|gene_cluster_GC_00002537|genome_name_P815_Cocoa_CR|gene_callers_id_77,P815_Cocoa_CR,GC_00002537,77,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000174|gene_cluster_GC_00002671|genome_name_P815_Cocoa_CR|gene_callers_id_92,P815_Cocoa_CR,GC_00002671,92,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000180|gene_cluster_GC_00002907|genome_name_P815_Cocoa_CR|gene_callers_id_83,P815_Cocoa_CR,GC_00002907,83,sp|Q9T1Q4|VP44_BPAPS,46.067,89.0,1.91e-18,75.9,sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44 OS=Acyrthosiphon pisum secondary endosymbiont phage 1 OX=2682836 GN=44 PE=3 SV=1
00000194|gene_cluster_GC_00002971|genome_name_P815_Cocoa_CR|gene_callers_id_68,P815_Cocoa_CR,GC_00002971,68,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000197|gene_cluster_GC_00002855|genome_name_P815_Cocoa_CR|gene_callers_id_1081,P815_Cocoa_CR,GC_00002855,1081,sp|Q88XJ7|CPS2G_LACPL,48.624,327.0,1.8699999999999998e-108,322.0,sp|Q88XJ7|CPS2G_LACPL Exopolysaccharide phosphotransferase cps2G OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=cps2G PE=3 SV=1
00000208|gene_cluster_GC_00002962|genome_name_P815_Cocoa_CR|gene_callers_id_85,P815_Cocoa_CR,GC_00002962,85,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000209|gene_cluster_GC_00002662|genome_name_P815_Cocoa_CR|gene_callers_id_45,P815_Cocoa_CR,GC_00002662,45,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000248|gene_cluster_GC_00002991|genome_name_P815_Cocoa_CR|gene_callers_id_74,P815_Cocoa_CR,GC_00002991,74,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000249|gene_cluster_GC_00003127|genome_name_P815_Cocoa_CR|gene_callers_id_81,P815_Cocoa_CR,GC_00003127,81,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
