query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000126|gene_cluster:GC_00005102|genome_name:P2584_Sourdough_BE|gene_callers_id:3101	sp|P08706|RBS1_SOLLC	100.0	181	0	0	1	181	1	181	1.42e-135	379.0	sp|P08706|RBS1_SOLLC Ribulose bisphosphate carboxylase small subunit, chloroplastic 1 OS=Solanum lycopersicum OX=4081 GN=RBCS1 PE=2 SV=2	P2584_Sourdough_BE
00000126|gene_cluster:GC_00005102|genome_name:P2584_Sourdough_BE|gene_callers_id:3101	sp|P32764|RBS6_SOLTU	95.58	181	8	0	1	181	1	181	1.61e-131	368.0	sp|P32764|RBS6_SOLTU Ribulose bisphosphate carboxylase small subunit, chloroplastic 6 OS=Solanum tuberosum OX=4113 GN=RBCS6 PE=3 SV=1	P2584_Sourdough_BE
00000126|gene_cluster:GC_00005102|genome_name:P2584_Sourdough_BE|gene_callers_id:3101	sp|P10647|RBS1_SOLTU	95.028	181	9	0	1	181	1	181	1.37e-130	366.0	sp|P10647|RBS1_SOLTU Ribulose bisphosphate carboxylase small subunit, chloroplastic 1 OS=Solanum tuberosum OX=4113 GN=RBCS1 PE=2 SV=1	P2584_Sourdough_BE
00000126|gene_cluster:GC_00005102|genome_name:P2584_Sourdough_BE|gene_callers_id:3101	sp|P07179|RBS2_SOLLC	92.265	181	13	1	1	181	1	180	6.77e-126	354.0	sp|P07179|RBS2_SOLLC Ribulose bisphosphate carboxylase small subunit, chloroplastic 2 OS=Solanum lycopersicum OX=4081 GN=RBCS2 PE=2 SV=2	P2584_Sourdough_BE
00000126|gene_cluster:GC_00005102|genome_name:P2584_Sourdough_BE|gene_callers_id:3101	sp|P05349|RBS4_SOLLC	91.713	181	14	1	1	181	1	180	7.33e-124	349.0	sp|P05349|RBS4_SOLLC Ribulose bisphosphate carboxylase small subunit, chloroplastic 4 OS=Solanum lycopersicum OX=4081 GN=RBCS4 PE=3 SV=1	P2584_Sourdough_BE
00001010|gene_cluster:GC_00004866|genome_name:P2584_Sourdough_BE|gene_callers_id:3100	sp|P09094|G3PC_TOBAC	94.863	292	15	0	1	292	32	323	0.0	573.0	sp|P09094|G3PC_TOBAC Glyceraldehyde-3-phosphate dehydrogenase, cytosolic (Fragment) OS=Nicotiana tabacum OX=4097 GN=GAPC PE=2 SV=1	P2584_Sourdough_BE
00001010|gene_cluster:GC_00004866|genome_name:P2584_Sourdough_BE|gene_callers_id:3100	sp|P04796|G3PC_SINAL	91.837	294	24	0	1	294	45	338	0.0	560.0	sp|P04796|G3PC_SINAL Glyceraldehyde-3-phosphate dehydrogenase, cytosolic OS=Sinapis alba OX=3728 GN=GAPC PE=2 SV=2	P2584_Sourdough_BE
00001010|gene_cluster:GC_00004866|genome_name:P2584_Sourdough_BE|gene_callers_id:3100	sp|Q9FX54|G3PC2_ARATH	91.837	294	24	0	1	294	45	338	0.0	559.0	sp|Q9FX54|G3PC2_ARATH Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic OS=Arabidopsis thaliana OX=3702 GN=GAPC2 PE=1 SV=1	P2584_Sourdough_BE
00001010|gene_cluster:GC_00004866|genome_name:P2584_Sourdough_BE|gene_callers_id:3100	sp|P25858|G3PC1_ARATH	91.156	294	26	0	1	294	45	338	0.0	555.0	sp|P25858|G3PC1_ARATH Glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic OS=Arabidopsis thaliana OX=3702 GN=GAPC1 PE=1 SV=2	P2584_Sourdough_BE
00001010|gene_cluster:GC_00004866|genome_name:P2584_Sourdough_BE|gene_callers_id:3100	sp|P34921|G3PC_DIACA	89.761	293	30	0	1	293	43	335	0.0	550.0	sp|P34921|G3PC_DIACA Glyceraldehyde-3-phosphate dehydrogenase, cytosolic OS=Dianthus caryophyllus OX=3570 GN=GAPC PE=3 SV=1	P2584_Sourdough_BE
