query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000121|gene_cluster:GC_00005170|genome_name:P2813_SweetCherry_BE|gene_callers_id:1764	sp|P13772|IMMF_BPPH1	32.812	64	43	0	3	66	2	65	0.005	38.5	sp|P13772|IMMF_BPPH1 ImmF control region 10 kDa protein OS=Bacillus phage phi105 OX=10717 PE=4 SV=3	P2813_SweetCherry_BE
00000121|gene_cluster:GC_00005170|genome_name:P2813_SweetCherry_BE|gene_callers_id:1764	sp|Q5WNW9|BCRR_ENTFL	27.368	95	52	3	1	83	1	90	0.009	39.7	sp|Q5WNW9|BCRR_ENTFL HTH-type transcriptional activator BcrR OS=Enterococcus faecalis OX=1351 GN=bcrR PE=1 SV=1	P2813_SweetCherry_BE
00000809|gene_cluster:GC_00004385|genome_name:P2813_SweetCherry_BE|gene_callers_id:687	sp|P26836|LYS_CLOPE	27.66	188	124	5	439	618	12	195	4.98e-10	65.1	sp|P26836|LYS_CLOPE Probable autolytic lysozyme OS=Clostridium perfringens (strain 13 / Type A) OX=195102 GN=lyc PE=3 SV=2	P2813_SweetCherry_BE
00000809|gene_cluster:GC_00004385|genome_name:P2813_SweetCherry_BE|gene_callers_id:687	sp|P25310|LYSM1_STRGL	23.009	226	135	8	413	615	66	275	2.4e-07	56.6	sp|P25310|LYSM1_STRGL Lysozyme M1 OS=Streptomyces globisporus OX=1908 GN=acm PE=1 SV=1	P2813_SweetCherry_BE
00000809|gene_cluster:GC_00004385|genome_name:P2813_SweetCherry_BE|gene_callers_id:687	sp|P34020|LYS_CLOAB	23.529	187	125	8	439	618	4	179	0.003	43.9	sp|P34020|LYS_CLOAB Autolytic lysozyme OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W) OX=272562 GN=lyc PE=1 SV=1	P2813_SweetCherry_BE
00000857|gene_cluster:GC_00004236|genome_name:P2813_SweetCherry_BE|gene_callers_id:637	sp|P26295|DRN1_STREQ	36.567	134	79	3	150	283	156	283	1.7e-10	65.1	sp|P26295|DRN1_STREQ Deoxyribonuclease OS=Streptococcus dysgalactiae subsp. equisimilis OX=119602 GN=sdc PE=3 SV=1	P2813_SweetCherry_BE
00000874|gene_cluster:GC_00004285|genome_name:P2813_SweetCherry_BE|gene_callers_id:574	sp|Q8NV45|Y2284_STAAW	28.082	146	103	1	1	144	2	147	2.26e-11	60.8	sp|Q8NV45|Y2284_STAAW Uncharacterized HTH-type transcriptional regulator MW2284 OS=Staphylococcus aureus (strain MW2) OX=196620 GN=MW2284 PE=4 SV=1	P2813_SweetCherry_BE
00000874|gene_cluster:GC_00004285|genome_name:P2813_SweetCherry_BE|gene_callers_id:574	sp|Q6G6V7|Y2254_STAAS	28.082	146	103	1	1	144	2	147	2.26e-11	60.8	sp|Q6G6V7|Y2254_STAAS Uncharacterized HTH-type transcriptional regulator SAS2254 OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=SAS2254 PE=4 SV=1	P2813_SweetCherry_BE
00000874|gene_cluster:GC_00004285|genome_name:P2813_SweetCherry_BE|gene_callers_id:574	sp|Q99RR4|Y2363_STAAM	28.082	146	103	1	1	144	2	147	4.21e-11	60.1	sp|Q99RR4|Y2363_STAAM Uncharacterized HTH-type transcriptional regulator SAV2363 OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=SAV2363 PE=4 SV=1	P2813_SweetCherry_BE
00000874|gene_cluster:GC_00004285|genome_name:P2813_SweetCherry_BE|gene_callers_id:574	sp|Q7A3W9|Y2153_STAAN	28.082	146	103	1	1	144	2	147	4.21e-11	60.1	sp|Q7A3W9|Y2153_STAAN Uncharacterized HTH-type transcriptional regulator SA2153 OS=Staphylococcus aureus (strain N315) OX=158879 GN=SA2153 PE=4 SV=1	P2813_SweetCherry_BE
00000874|gene_cluster:GC_00004285|genome_name:P2813_SweetCherry_BE|gene_callers_id:574	sp|Q6GE71|Y2449_STAAR	28.082	146	103	1	1	144	2	147	5.72e-11	60.1	sp|Q6GE71|Y2449_STAAR Uncharacterized HTH-type transcriptional regulator SAR2449 OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR2449 PE=4 SV=1	P2813_SweetCherry_BE
