query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000087|gene_cluster:GC_00004229|genome_name:P2538_Sourdough_Lib|gene_callers_id:2934	sp|O31967|YOMQ_BACSU	26.744	86	57	3	22	101	29	114	0.002	38.1	sp|O31967|YOMQ_BACSU SPbeta prophage-derived uncharacterized protein YomQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yomQ PE=4 SV=1	P2538_Sourdough_Lib
00000127|gene_cluster:GC_00004524|genome_name:P2538_Sourdough_Lib|gene_callers_id:2488	sp|Q06994|WAAB_SALTY	31.805	349	226	7	11	352	10	353	2.3699999999999998e-52	180.0	sp|Q06994|WAAB_SALTY Lipopolysaccharide 1,6-galactosyltransferase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=waaB PE=1 SV=2	P2538_Sourdough_Lib
00000127|gene_cluster:GC_00004524|genome_name:P2538_Sourdough_Lib|gene_callers_id:2488	sp|P27127|WAAB_ECOLI	31.921	354	217	8	11	352	10	351	1.72e-47	167.0	sp|P27127|WAAB_ECOLI Lipopolysaccharide 1,6-galactosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=waaB PE=1 SV=2	P2538_Sourdough_Lib
00000127|gene_cluster:GC_00004524|genome_name:P2538_Sourdough_Lib|gene_callers_id:2488	sp|Q58459|Y1059_METJA	35.0	120	72	3	187	302	205	322	1.43e-12	71.6	sp|Q58459|Y1059_METJA Uncharacterized glycosyltransferase MJ1059 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1059 PE=3 SV=1	P2538_Sourdough_Lib
00000127|gene_cluster:GC_00004524|genome_name:P2538_Sourdough_Lib|gene_callers_id:2488	sp|Q9L1I4|Y2592_STRCO	24.506	253	167	13	82	320	106	348	7.02e-11	67.4	sp|Q9L1I4|Y2592_STRCO Exopolysaccharide phosphotransferase SCO2592 OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=SCO2592 PE=3 SV=1	P2538_Sourdough_Lib
00000127|gene_cluster:GC_00004524|genome_name:P2538_Sourdough_Lib|gene_callers_id:2488	sp|Q04975|VIPC_SALTI	36.0	100	63	1	219	317	434	533	6.55e-10	63.9	sp|Q04975|VIPC_SALTI Vi polysaccharide biosynthesis protein VipC/TviE OS=Salmonella typhi OX=90370 GN=vipC PE=4 SV=2	P2538_Sourdough_Lib
00000240|gene_cluster:GC_00004128|genome_name:P2538_Sourdough_Lib|gene_callers_id:3116	sp|P16939|YIS1_SHISO	38.71	93	52	2	1	89	1	92	8.84e-09	51.6	sp|P16939|YIS1_SHISO Insertion element IS600 uncharacterized 11 kDa protein OS=Shigella sonnei OX=624 PE=3 SV=1	P2538_Sourdough_Lib
00000240|gene_cluster:GC_00004128|genome_name:P2538_Sourdough_Lib|gene_callers_id:3116	sp|Q79E92|YKGN_ECOLI	31.959	97	65	1	4	99	2	98	1.5e-05	43.5	sp|Q79E92|YKGN_ECOLI Putative transposase YkgN OS=Escherichia coli (strain K12) OX=83333 GN=ykgN PE=5 SV=1	P2538_Sourdough_Lib
00000240|gene_cluster:GC_00004128|genome_name:P2538_Sourdough_Lib|gene_callers_id:3116	sp|Q48585|YI3A_LACJH	30.769	52	36	0	1	52	54	105	0.005	37.7	sp|Q48585|YI3A_LACJH Insertion element IS1223 uncharacterized 20.7 kDa protein OS=Lactobacillus johnsonii OX=33959 PE=3 SV=1	P2538_Sourdough_Lib
00000432|gene_cluster:GC_00004714|genome_name:P2538_Sourdough_Lib|gene_callers_id:707	sp|P96629|INT_BACSU	26.72	378	247	13	16	383	11	368	4.26e-25	108.0	sp|P96629|INT_BACSU ICEBs1 integrase OS=Bacillus subtilis (strain 168) OX=224308 GN=int PE=3 SV=1	P2538_Sourdough_Lib
00000432|gene_cluster:GC_00004714|genome_name:P2538_Sourdough_Lib|gene_callers_id:707	sp|Q8R890|XERCL_CALS4	27.626	257	150	8	145	379	144	386	1.5900000000000002e-21	98.6	sp|Q8R890|XERCL_CALS4 Tyrosine recombinase XerC-like OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=TTE2127 PE=3 SV=1	P2538_Sourdough_Lib
00000432|gene_cluster:GC_00004714|genome_name:P2538_Sourdough_Lib|gene_callers_id:707	sp|Q9CI63|P2IN_LACLA	26.203	374	247	16	25	381	19	380	9.07e-15	78.6	sp|Q9CI63|P2IN_LACLA Prophage ps2 probable integrase OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=ps201 PE=3 SV=1	P2538_Sourdough_Lib
00000432|gene_cluster:GC_00004714|genome_name:P2538_Sourdough_Lib|gene_callers_id:707	sp|P20709|VINT_BPL54	24.444	270	175	8	135	383	92	353	8.31e-14	75.5	sp|P20709|VINT_BPL54 Integrase OS=Staphylococcus phage L54a OX=10727 GN=int PE=3 SV=1	P2538_Sourdough_Lib
00000432|gene_cluster:GC_00004714|genome_name:P2538_Sourdough_Lib|gene_callers_id:707	sp|B3GZ58|XERC_ACTP7	25.6	250	145	9	132	378	82	293	8.48e-14	74.7	sp|B3GZ58|XERC_ACTP7 Tyrosine recombinase XerC OS=Actinobacillus pleuropneumoniae serotype 7 (strain AP76) OX=537457 GN=xerC PE=3 SV=1	P2538_Sourdough_Lib
00000480|gene_cluster:GC_00004484|genome_name:P2538_Sourdough_Lib|gene_callers_id:3073	sp|P34081|HMUI_BPSP1	30.22	182	103	3	5	176	3	170	4.92e-16	74.7	sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI OS=Bacillus phage SP01 OX=2884427 PE=1 SV=1	P2538_Sourdough_Lib
00000480|gene_cluster:GC_00004484|genome_name:P2538_Sourdough_Lib|gene_callers_id:3073	sp|Q5UPT6|YL245_MIMIV	31.25	144	89	3	39	177	191	329	8.08e-11	62.8	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L245 PE=4 SV=1	P2538_Sourdough_Lib
00000480|gene_cluster:GC_00004484|genome_name:P2538_Sourdough_Lib|gene_callers_id:3073	sp|Q5UPT6|YL245_MIMIV	29.213	178	107	6	1	176	1	161	9.42e-08	53.9	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L245 PE=4 SV=1	P2538_Sourdough_Lib
00000480|gene_cluster:GC_00004484|genome_name:P2538_Sourdough_Lib|gene_callers_id:3073	sp|Q5UPT4|YL247_MIMIV	28.022	182	108	8	2	176	10	175	5.21e-09	57.8	sp|Q5UPT4|YL247_MIMIV Uncharacterized HNH endonuclease L247 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L247 PE=4 SV=1	P2538_Sourdough_Lib
00000480|gene_cluster:GC_00004484|genome_name:P2538_Sourdough_Lib|gene_callers_id:3073	sp|Q6QGM6|TFLII_BPT5	33.75	80	50	2	44	121	30	108	0.000773	42.0	sp|Q6QGM6|TFLII_BPT5 H-N-H endonuclease F-TflII OS=Escherichia phage T5 OX=2695836 GN=hegD PE=2 SV=1	P2538_Sourdough_Lib
00000480|gene_cluster:GC_00004484|genome_name:P2538_Sourdough_Lib|gene_callers_id:3073	sp|O64175|YOSQ_BPSPB	42.857	49	28	0	71	119	54	102	0.004	40.0	sp|O64175|YOSQ_BPSPB Putative HNH homing endonuclease yosQ OS=Bacillus phage SPbeta OX=2932878 GN=yosQ PE=4 SV=1	P2538_Sourdough_Lib
00000607|gene_cluster:GC_00004162|genome_name:P2538_Sourdough_Lib|gene_callers_id:2487	sp|Q2G1C1|TARF_STAA8	30.412	388	246	7	4	368	2	388	2.28e-55	189.0	sp|Q2G1C1|TARF_STAA8 Teichoic acid glycerol-phosphate transferase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=tarF PE=1 SV=1	P2538_Sourdough_Lib
00000607|gene_cluster:GC_00004162|genome_name:P2538_Sourdough_Lib|gene_callers_id:2487	sp|Q8RKI5|TARF_BACSH	31.759	381	235	11	12	369	16	394	1.44e-53	184.0	sp|Q8RKI5|TARF_BACSH Teichoic acid poly(glycerol phosphate) polymerase OS=Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) OX=655816 GN=tarF PE=1 SV=1	P2538_Sourdough_Lib
00000607|gene_cluster:GC_00004162|genome_name:P2538_Sourdough_Lib|gene_callers_id:2487	sp|P13485|TAGF_BACSU	31.671	401	232	13	1	368	352	743	6.79e-49	179.0	sp|P13485|TAGF_BACSU Teichoic acid poly(glycerol phosphate) polymerase OS=Bacillus subtilis (strain 168) OX=224308 GN=tagF PE=1 SV=1	P2538_Sourdough_Lib
