query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000088|gene_cluster:GC_00004198|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2708	sp|P0AEQ3|GLNH_ECOLI	32.189	233	137	7	45	267	27	248	2.6599999999999997e-23	98.6	sp|P0AEQ3|GLNH_ECOLI Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=glnH PE=1 SV=1	P3338_BambaraGroudhut_BE
00000088|gene_cluster:GC_00004198|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2708	sp|P0AEQ4|GLNH_ECOL6	32.189	233	137	7	45	267	27	248	2.6599999999999997e-23	98.6	sp|P0AEQ4|GLNH_ECOL6 Glutamine-binding periplasmic protein OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=glnH PE=3 SV=1	P3338_BambaraGroudhut_BE
00000088|gene_cluster:GC_00004198|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2708	sp|P0AEQ5|GLNH_ECO57	32.189	233	137	7	45	267	27	248	2.6599999999999997e-23	98.6	sp|P0AEQ5|GLNH_ECO57 Glutamine-binding periplasmic protein OS=Escherichia coli O157:H7 OX=83334 GN=glnH PE=3 SV=1	P3338_BambaraGroudhut_BE
00000088|gene_cluster:GC_00004198|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2708	sp|P54535|ARTP_BACSU	29.358	218	134	7	42	252	31	235	1.15e-19	89.0	sp|P54535|ARTP_BACSU Arginine-binding extracellular protein ArtP OS=Bacillus subtilis (strain 168) OX=224308 GN=artP PE=1 SV=1	P3338_BambaraGroudhut_BE
00000088|gene_cluster:GC_00004198|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2708	sp|P42400|YCKB_BACSU	29.956	227	142	5	1	220	5	221	4e-19	87.8	sp|P42400|YCKB_BACSU Probable ABC transporter extracellular-binding protein YckB OS=Bacillus subtilis (strain 168) OX=224308 GN=yckB PE=1 SV=2	P3338_BambaraGroudhut_BE
00000148|gene_cluster:GC_00005042|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2492	sp|P37783|RFBG_SHIFL	27.706	231	137	6	8	219	1	220	2.49e-17	83.6	sp|P37783|RFBG_SHIFL dTDP-rhamnosyl transferase RfbG OS=Shigella flexneri OX=623 GN=rfbG PE=3 SV=1	P3338_BambaraGroudhut_BE
00000148|gene_cluster:GC_00005042|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2492	sp|Q9ZDI9|Y339_RICPR	24.044	183	125	5	4	178	10	186	9.36e-08	56.2	sp|Q9ZDI9|Y339_RICPR Uncharacterized glycosyltransferase RP339 OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP339 PE=3 SV=1	P3338_BambaraGroudhut_BE
00000148|gene_cluster:GC_00005042|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2492	sp|Q68X33|Y329_RICTY	23.626	182	127	5	4	178	10	186	1.11e-07	55.8	sp|Q68X33|Y329_RICTY Uncharacterized glycosyltransferase RT0329 OS=Rickettsia typhi (strain ATCC VR-144 / Wilmington) OX=257363 GN=RT0329 PE=3 SV=1	P3338_BambaraGroudhut_BE
00000148|gene_cluster:GC_00005042|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2492	sp|B5L3F2|WFGD_ECOLX	29.365	126	85	3	2	127	4	125	1.5e-07	55.1	sp|B5L3F2|WFGD_ECOLX UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD OS=Escherichia coli OX=562 GN=wfgD PE=1 SV=1	P3338_BambaraGroudhut_BE
00000148|gene_cluster:GC_00005042|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2492	sp|P22639|Y2836_NOSS1	23.394	218	147	5	4	208	3	213	4.51e-07	53.9	sp|P22639|Y2836_NOSS1 Uncharacterized glycosyltransferase alr2836 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=alr2836 PE=3 SV=2	P3338_BambaraGroudhut_BE
00000153|gene_cluster:GC_00004657|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2722	sp|P9WMY3|WBBL_MYCTU	22.932	266	162	8	31	280	35	273	5.24e-08	56.6	sp|P9WMY3|WBBL_MYCTU N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=wbbL PE=1 SV=2	P3338_BambaraGroudhut_BE
00000153|gene_cluster:GC_00004657|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2722	sp|P9WMY2|WBBL_MYCTO	22.932	266	162	8	31	280	35	273	5.24e-08	56.6	sp|P9WMY2|WBBL_MYCTO N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=wbbL PE=3 SV=2	P3338_BambaraGroudhut_BE
00000153|gene_cluster:GC_00004657|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2722	sp|D4GU63|AGL10_HALVD	25.116	215	129	9	6	214	23	211	1.39e-06	52.4	sp|D4GU63|AGL10_HALVD Low-salt glycan biosynthesis hexosyltransferase Agl10 OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=agl10 PE=3 SV=1	P3338_BambaraGroudhut_BE
00000153|gene_cluster:GC_00004657|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2722	sp|O61397|GALT7_CAEEL	21.053	247	178	8	28	264	188	427	0.000765	44.3	sp|O61397|GALT7_CAEEL Probable N-acetylgalactosaminyltransferase 7 OS=Caenorhabditis elegans OX=6239 GN=gly-7 PE=2 SV=1	P3338_BambaraGroudhut_BE
00000177|gene_cluster:GC_00004509|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2721	sp|P9WER1|BRAB_ANNTR	23.077	182	112	6	87	254	58	225	4.23e-05	48.5	sp|P9WER1|BRAB_ANNTR O-glycosyltransferase braB OS=Annulohypoxylon truncatum OX=327061 GN=braB PE=1 SV=1	P3338_BambaraGroudhut_BE
00000177|gene_cluster:GC_00004509|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2721	sp|B0Y567|AFUMC_ASPFC	24.54	163	100	6	89	236	35	189	0.000159	46.6	sp|B0Y567|AFUMC_ASPFC Glycosyltransferase afumC OS=Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) OX=451804 GN=afumC PE=1 SV=1	P3338_BambaraGroudhut_BE
00000177|gene_cluster:GC_00004509|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2721	sp|L0MZK0|FC6_PHOAM	48.649	37	18	1	149	185	115	150	0.004	42.4	sp|L0MZK0|FC6_PHOAM O-glycosyltransferase PaGT OS=Phomopsis amygdali OX=1214568 GN=PaGT PE=1 SV=1	P3338_BambaraGroudhut_BE
00000242|gene_cluster:GC_00004263|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2719	sp|Q88XJ7|CPS2G_LACPL	50.909	330	159	3	5	334	11	337	4.48e-115	340.0	sp|Q88XJ7|CPS2G_LACPL Exopolysaccharide phosphotransferase cps2G OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=cps2G PE=3 SV=1	P3338_BambaraGroudhut_BE
00000242|gene_cluster:GC_00004263|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2719	sp|Q6L5S6|WEFC_STROR	38.323	334	192	6	8	333	4	331	1.6999999999999998e-74	236.0	sp|Q6L5S6|WEFC_STROR Receptor polysaccharide phosphotransferase WefC OS=Streptococcus oralis OX=1303 GN=wefC PE=3 SV=1	P3338_BambaraGroudhut_BE
00000242|gene_cluster:GC_00004263|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2719	sp|Q4K0R3|WCWK2_STREE	37.202	336	193	7	8	333	4	331	8.85e-73	231.0	sp|Q4K0R3|WCWK2_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1	P3338_BambaraGroudhut_BE
00000242|gene_cluster:GC_00004263|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2719	sp|Q4K2S1|WCWK4_STREE	39.039	333	194	5	8	335	7	335	4.58e-72	229.0	sp|Q4K2S1|WCWK4_STREE Capsular polysaccharide phosphotransferase WcwK OS=Streptococcus pneumoniae OX=1313 GN=wcwK PE=3 SV=1	P3338_BambaraGroudhut_BE
00000242|gene_cluster:GC_00004263|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2719	sp|Q8GP72|EPS10_STRTR	36.499	337	194	6	8	333	5	332	9.8e-72	229.0	sp|Q8GP72|EPS10_STRTR Capsular polysaccharide phosphotransferase eps10H OS=Streptococcus thermophilus OX=1308 GN=eps10H PE=3 SV=1	P3338_BambaraGroudhut_BE
00000315|gene_cluster:GC_00004801|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2490	sp|P50869|CAT4_MORMO	42.276	123	64	3	65	180	55	177	6.37e-26	102.0	sp|P50869|CAT4_MORMO Chloramphenicol acetyltransferase OS=Morganella morganii OX=582 GN=cat PE=3 SV=1	P3338_BambaraGroudhut_BE
00000315|gene_cluster:GC_00004801|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2490	sp|P50868|CAT4_KLEAE	40.65	123	66	3	65	180	55	177	7.1e-25	100.0	sp|P50868|CAT4_KLEAE Chloramphenicol acetyltransferase OS=Klebsiella aerogenes OX=548 GN=catB4 PE=3 SV=1	P3338_BambaraGroudhut_BE
00000315|gene_cluster:GC_00004801|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2490	sp|P26839|VATA_STAAU	41.6	125	61	4	65	180	64	185	5.16e-23	95.5	sp|P26839|VATA_STAAU Virginiamycin A acetyltransferase OS=Staphylococcus aureus OX=1280 GN=vat PE=1 SV=2	P3338_BambaraGroudhut_BE
00000315|gene_cluster:GC_00004801|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2490	sp|P26841|CAT4_PSEAE	33.974	156	94	4	65	213	55	208	1.46e-22	94.0	sp|P26841|CAT4_PSEAE Chloramphenicol acetyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cat PE=1 SV=3	P3338_BambaraGroudhut_BE
00000315|gene_cluster:GC_00004801|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2490	sp|P23364|CAT4_AGRFC	38.211	123	69	3	65	180	54	176	5.38e-22	92.4	sp|P23364|CAT4_AGRFC Chloramphenicol acetyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cat PE=3 SV=1	P3338_BambaraGroudhut_BE
00000320|gene_cluster:GC_00004307|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2717	sp|P15555|DAC_STRSR	24.742	194	116	5	76	244	42	230	0.003	43.1	sp|P15555|DAC_STRSR D-alanyl-D-alanine carboxypeptidase OS=Streptomyces sp. (strain R61) OX=31952 PE=1 SV=2	P3338_BambaraGroudhut_BE
00000394|gene_cluster:GC_00004601|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:1570	sp|Q84BP4|YM4C6_STAAU	23.25	757	487	26	3	722	5	704	5.86e-22	104.0	sp|Q84BP4|YM4C6_STAAU Uncharacterized chromosomal cassette SCCmec type IVc protein CR006 OS=Staphylococcus aureus OX=1280 GN=CR006 PE=4 SV=1	P3338_BambaraGroudhut_BE
00000394|gene_cluster:GC_00004601|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:1570	sp|Q6GKM5|YM4C6_STAAR	23.25	757	487	26	3	722	5	704	5.86e-22	104.0	sp|Q6GKM5|YM4C6_STAAR Uncharacterized chromosomal cassette SCCmec type IVc protein CR006 OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR0080 PE=4 SV=1	P3338_BambaraGroudhut_BE
00000421|gene_cluster:GC_00004201|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2493	sp|P39859|CAPJ_STAAU	31.579	361	221	12	1	353	3	345	1.13e-46	167.0	sp|P39859|CAPJ_STAAU Protein CapJ OS=Staphylococcus aureus OX=1280 GN=capJ PE=4 SV=1	P3338_BambaraGroudhut_BE
00000421|gene_cluster:GC_00004201|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2493	sp|Q46638|AMSK_ERWAM	30.811	185	97	6	158	322	172	345	1.83e-17	87.0	sp|Q46638|AMSK_ERWAM Amylovoran biosynthesis glycosyltransferase AmsK OS=Erwinia amylovora OX=552 GN=amsK PE=3 SV=2	P3338_BambaraGroudhut_BE
00000421|gene_cluster:GC_00004201|genome_name:P3338_BambaraGroudhut_BE|gene_callers_id:2493	sp|P71243|WCAL_ECOLI	36.29	124	71	3	207	323	223	345	8.52e-15	79.0	sp|P71243|WCAL_ECOLI Putative colanic acid biosynthesis glycosyltransferase WcaL OS=Escherichia coli (strain K12) OX=83333 GN=wcaL PE=3 SV=2	P3338_BambaraGroudhut_BE
