query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000015|gene_cluster:GC_00004286|genome_name:P2814_SweetCherry_BE|gene_callers_id:2962	sp|Q5UPL7|YL153_MIMIV	39.394	66	38	1	82	145	79	144	7.54e-09	54.7	sp|Q5UPL7|YL153_MIMIV Uncharacterized protein L153 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L153 PE=4 SV=1	P2814_SweetCherry_BE
00000018|gene_cluster:GC_00004999|genome_name:P2814_SweetCherry_BE|gene_callers_id:2986	sp|Q4A0G2|COPZ_STAS1	40.323	62	37	0	7	68	7	68	2.17e-12	58.9	sp|Q4A0G2|COPZ_STAS1 Copper chaperone CopZ OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=copZ PE=3 SV=1	P2814_SweetCherry_BE
00000018|gene_cluster:GC_00004999|genome_name:P2814_SweetCherry_BE|gene_callers_id:2986	sp|Q79ZY4|COPZ_STAAW	37.313	67	42	0	1	67	1	67	1.54e-11	57.0	sp|Q79ZY4|COPZ_STAAW Copper chaperone CopZ OS=Staphylococcus aureus (strain MW2) OX=196620 GN=copZ PE=3 SV=1	P2814_SweetCherry_BE
00000018|gene_cluster:GC_00004999|genome_name:P2814_SweetCherry_BE|gene_callers_id:2986	sp|A8Z3F9|COPZ_STAAT	37.313	67	42	0	1	67	1	67	1.54e-11	57.0	sp|A8Z3F9|COPZ_STAAT Copper chaperone CopZ OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=copZ PE=3 SV=1	P2814_SweetCherry_BE
00000018|gene_cluster:GC_00004999|genome_name:P2814_SweetCherry_BE|gene_callers_id:2986	sp|Q6G6B6|COPZ_STAAS	37.313	67	42	0	1	67	1	67	1.54e-11	57.0	sp|Q6G6B6|COPZ_STAAS Copper chaperone CopZ OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=copZ PE=3 SV=1	P2814_SweetCherry_BE
00000018|gene_cluster:GC_00004999|genome_name:P2814_SweetCherry_BE|gene_callers_id:2986	sp|Q7A3E5|COPZ_STAAN	37.313	67	42	0	1	67	1	67	1.54e-11	57.0	sp|Q7A3E5|COPZ_STAAN Copper chaperone CopZ OS=Staphylococcus aureus (strain N315) OX=158879 GN=copZ PE=1 SV=1	P2814_SweetCherry_BE
00000072|gene_cluster:GC_00005171|genome_name:P2814_SweetCherry_BE|gene_callers_id:2667	sp|Q96MR6|CFA57_HUMAN	41.509	53	31	0	37	89	897	949	0.001	39.3	sp|Q96MR6|CFA57_HUMAN Cilia- and flagella-associated protein 57 OS=Homo sapiens OX=9606 GN=CFAP57 PE=1 SV=3	P2814_SweetCherry_BE
00000072|gene_cluster:GC_00005171|genome_name:P2814_SweetCherry_BE|gene_callers_id:2667	sp|Q9D180|CFA57_MOUSE	39.623	53	32	0	37	89	896	948	0.004	38.1	sp|Q9D180|CFA57_MOUSE Cilia- and flagella-associated protein 57 OS=Mus musculus OX=10090 GN=Cfap57 PE=1 SV=3	P2814_SweetCherry_BE
00000234|gene_cluster:GC_00004339|genome_name:P2814_SweetCherry_BE|gene_callers_id:3151	sp|P58008|Y562A_THEMA	35.185	54	35	0	68	121	47	100	0.003	39.3	sp|P58008|Y562A_THEMA Uncharacterized protein TM_0562.1 OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=TM_0562.1 PE=4 SV=1	P2814_SweetCherry_BE
00000272|gene_cluster:GC_00005079|genome_name:P2814_SweetCherry_BE|gene_callers_id:2989	sp|A2RIT7|LGT_LACLM	63.052	249	92	0	7	255	9	257	9.009999999999999e-119	343.0	sp|A2RIT7|LGT_LACLM Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) OX=416870 GN=lgt PE=3 SV=1	P2814_SweetCherry_BE
