query	subject	pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	evalue	bitscore	function	genome
00000178|gene_cluster:GC_00004934|genome_name:P2302_Sourdough_BE|gene_callers_id:3108	sp|P09043|G3PA_TOBAC	90.816	392	36	0	8	399	1	392	0.0	682.0	sp|P09043|G3PA_TOBAC Glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic (Fragment) OS=Nicotiana tabacum OX=4097 GN=GAPA PE=2 SV=1	P2302_Sourdough_BE
00000178|gene_cluster:GC_00004934|genome_name:P2302_Sourdough_BE|gene_callers_id:3108	sp|P19866|G3PA_SPIOL	85.39	397	56	2	4	399	6	401	0.0	675.0	sp|P19866|G3PA_SPIOL Glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic OS=Spinacia oleracea OX=3562 GN=GAPA PE=1 SV=2	P2302_Sourdough_BE
00000178|gene_cluster:GC_00004934|genome_name:P2302_Sourdough_BE|gene_callers_id:3108	sp|P12858|G3PA_PEA	86.318	402	51	3	2	399	4	405	0.0	654.0	sp|P12858|G3PA_PEA Glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic OS=Pisum sativum OX=3888 GN=GAPA PE=1 SV=2	P2302_Sourdough_BE
00000178|gene_cluster:GC_00004934|genome_name:P2302_Sourdough_BE|gene_callers_id:3108	sp|Q9LPW0|G3PA2_ARATH	84.826	402	51	4	2	399	4	399	0.0	645.0	sp|Q9LPW0|G3PA2_ARATH Glyceraldehyde-3-phosphate dehydrogenase GAPA2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GAPA2 PE=2 SV=1	P2302_Sourdough_BE
00000178|gene_cluster:GC_00004934|genome_name:P2302_Sourdough_BE|gene_callers_id:3108	sp|P25856|G3PA1_ARATH	87.08	387	47	3	16	399	10	396	0.0	643.0	sp|P25856|G3PA1_ARATH Glyceraldehyde-3-phosphate dehydrogenase GAPA1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GAPA1 PE=1 SV=3	P2302_Sourdough_BE
00000368|gene_cluster:GC_00004890|genome_name:P2302_Sourdough_BE|gene_callers_id:3107	sp|F6H9A9|THI41_VITVI	81.924	343	57	2	3	343	2	341	0.0	581.0	sp|F6H9A9|THI41_VITVI Thiamine thiazole synthase 1, chloroplastic OS=Vitis vinifera OX=29760 GN=THI1-1 PE=3 SV=1	P2302_Sourdough_BE
00000368|gene_cluster:GC_00004890|genome_name:P2302_Sourdough_BE|gene_callers_id:3107	sp|O23787|THI4_CITSI	83.193	357	53	5	1	354	4	356	0.0	574.0	sp|O23787|THI4_CITSI Thiamine thiazole synthase, chloroplastic OS=Citrus sinensis OX=2711 GN=THI1 PE=2 SV=1	P2302_Sourdough_BE
00000368|gene_cluster:GC_00004890|genome_name:P2302_Sourdough_BE|gene_callers_id:3107	sp|F6H7K5|THI42_VITVI	80.392	357	62	5	1	354	4	355	0.0	570.0	sp|F6H7K5|THI42_VITVI Thiamine thiazole synthase 2, chloroplastic OS=Vitis vinifera OX=29760 GN=THI1-2 PE=3 SV=1	P2302_Sourdough_BE
00000368|gene_cluster:GC_00004890|genome_name:P2302_Sourdough_BE|gene_callers_id:3107	sp|Q38709|THI4_ALNGL	80.282	355	66	4	1	354	1	352	0.0	555.0	sp|Q38709|THI4_ALNGL Thiamine thiazole synthase, chloroplastic OS=Alnus glutinosa OX=3517 GN=THI1 PE=2 SV=1	P2302_Sourdough_BE
00000368|gene_cluster:GC_00004890|genome_name:P2302_Sourdough_BE|gene_callers_id:3107	sp|Q38814|THI4_ARATH	76.124	356	73	3	1	354	4	349	0.0	549.0	sp|Q38814|THI4_ARATH Thiamine thiazole synthase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=THI1 PE=1 SV=1	P2302_Sourdough_BE
00000522|gene_cluster:GC_00004703|genome_name:P2302_Sourdough_BE|gene_callers_id:3114	sp|D7T737|MTND1_VITVI	84.375	64	10	0	1	64	121	184	6.76e-34	116.0	sp|D7T737|MTND1_VITVI Acireductone dioxygenase 1 OS=Vitis vinifera OX=29760 GN=VIT_05s0020g04070 PE=3 SV=1	P2302_Sourdough_BE
00000522|gene_cluster:GC_00004703|genome_name:P2302_Sourdough_BE|gene_callers_id:3114	sp|Q8H185|MTND4_ARATH	75.806	62	15	0	1	62	120	181	2.4199999999999997e-30	107.0	sp|Q8H185|MTND4_ARATH Acireductone dioxygenase 4 OS=Arabidopsis thaliana OX=3702 GN=ARD4 PE=1 SV=1	P2302_Sourdough_BE
00000522|gene_cluster:GC_00004703|genome_name:P2302_Sourdough_BE|gene_callers_id:3114	sp|Q7XEJ5|MTND4_ORYSJ	70.968	62	18	0	1	62	117	178	1.2200000000000001e-29	105.0	sp|Q7XEJ5|MTND4_ORYSJ Acireductone dioxygenase 4 OS=Oryza sativa subsp. japonica OX=39947 GN=ARD4 PE=2 SV=1	P2302_Sourdough_BE
00000522|gene_cluster:GC_00004703|genome_name:P2302_Sourdough_BE|gene_callers_id:3114	sp|C5WWY0|MTND2_SORBI	72.581	62	17	0	1	62	113	174	5.77e-28	101.0	sp|C5WWY0|MTND2_SORBI Probable inactive acireductone dioxygenase 2 OS=Sorghum bicolor OX=4558 GN=Sb01g046360 PE=3 SV=1	P2302_Sourdough_BE
00000522|gene_cluster:GC_00004703|genome_name:P2302_Sourdough_BE|gene_callers_id:3114	sp|Q10RE5|MTND2_ORYSJ	69.841	63	19	0	1	63	130	192	1.5800000000000002e-27	100.0	sp|Q10RE5|MTND2_ORYSJ Acireductone dioxygenase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=ARD2 PE=2 SV=1	P2302_Sourdough_BE
00000840|gene_cluster:GC_00004857|genome_name:P2302_Sourdough_BE|gene_callers_id:3115	sp|P23322|PSBO_SOLLC	100.0	329	0	0	1	329	1	329	0.0	664.0	sp|P23322|PSBO_SOLLC Oxygen-evolving enhancer protein 1, chloroplastic OS=Solanum lycopersicum OX=4081 GN=PSBO PE=2 SV=2	P2302_Sourdough_BE
00000840|gene_cluster:GC_00004857|genome_name:P2302_Sourdough_BE|gene_callers_id:3115	sp|Q40459|PSBO_TOBAC	93.373	332	19	1	1	329	1	332	0.0	624.0	sp|Q40459|PSBO_TOBAC Oxygen-evolving enhancer protein 1, chloroplastic OS=Nicotiana tabacum OX=4097 GN=PSBO PE=2 SV=1	P2302_Sourdough_BE
