query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|P57134|DNAC_BUCAI	24.812	133	91	4	122	251	96	222	0.000162	45.8	sp|P57134|DNAC_BUCAI Replicative helicase loader DnaC OS=Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806 GN=dnaC PE=3 SV=1	P2593_Unknown_BE
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|Q8KA79|DNAC_BUCAP	24.812	133	91	4	122	251	96	222	0.000491	44.3	sp|Q8KA79|DNAC_BUCAP Replicative helicase loader DnaC OS=Buchnera aphidicola subsp. Schizaphis graminum (strain Sg) OX=198804 GN=dnaC PE=3 SV=1	P2593_Unknown_BE
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|Q89B30|DNAC_BUCBP	23.313	163	109	6	94	251	71	222	0.002	42.0	sp|Q89B30|DNAC_BUCBP Replicative helicase loader DnaC OS=Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp) OX=224915 GN=dnaC PE=3 SV=1	P2593_Unknown_BE
00000249|gene_cluster_GC_00003801|genome_name_P2593_Unknown_BE|gene_callers_id_2211	sp|Q99338|ISTB_BACTB	25.17	147	90	5	128	263	105	242	0.003	42.0	sp|Q99338|ISTB_BACTB Insertion sequence IS232 putative ATP-binding protein OS=Bacillus thuringiensis subsp. berliner OX=1434 PE=3 SV=1	P2593_Unknown_BE
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|Q3IUH3|MUTS_NATPD	29.615	260	166	9	153	400	558	812	7.18e-20	95.5	sp|Q3IUH3|MUTS_NATPD DNA mismatch repair protein MutS OS=Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara) OX=348780 GN=mutS PE=3 SV=1	P2593_Unknown_BE
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|B2U9E4|MUTS_RALPJ	31.159	276	176	6	134	398	544	816	1.74e-18	91.3	sp|B2U9E4|MUTS_RALPJ DNA mismatch repair protein MutS OS=Ralstonia pickettii (strain 12J) OX=402626 GN=mutS PE=3 SV=1	P2593_Unknown_BE
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|A1K764|MUTS_AZOSB	30.531	226	138	7	174	388	592	809	5.47e-18	89.7	sp|A1K764|MUTS_AZOSB DNA mismatch repair protein MutS OS=Azoarcus sp. (strain BH72) OX=418699 GN=mutS PE=3 SV=2	P2593_Unknown_BE
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|C3LS25|MUTS_VIBCM	27.055	292	169	12	137	387	509	797	6.83e-18	89.7	sp|C3LS25|MUTS_VIBCM DNA mismatch repair protein MutS OS=Vibrio cholerae serotype O1 (strain M66-2) OX=579112 GN=mutS PE=3 SV=1	P2593_Unknown_BE
00000284|gene_cluster_GC_00003674|genome_name_P2593_Unknown_BE|gene_callers_id_2239	sp|Q9KUI6|MUTS_VIBCH	27.055	292	169	12	137	387	509	797	6.83e-18	89.7	sp|Q9KUI6|MUTS_VIBCH DNA mismatch repair protein MutS OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=mutS PE=3 SV=1	P2593_Unknown_BE
00000298|gene_cluster_GC_00003541|genome_name_P2593_Unknown_BE|gene_callers_id_2244	sp|P71057|EPSH_BACSU	27.473	182	104	7	3	168	26	195	1.65e-11	65.9	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1	P2593_Unknown_BE
00000298|gene_cluster_GC_00003541|genome_name_P2593_Unknown_BE|gene_callers_id_2244	sp|P71059|EPSJ_BACSU	27.485	171	108	6	3	162	26	191	8.16e-10	60.8	sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1	P2593_Unknown_BE
00000298|gene_cluster_GC_00003541|genome_name_P2593_Unknown_BE|gene_callers_id_2244	sp|P11290|YIBD_ECOLI	35.802	81	49	2	3	82	29	107	1.41e-07	54.3	sp|P11290|YIBD_ECOLI Uncharacterized glycosyltransferase YibD OS=Escherichia coli (strain K12) OX=83333 GN=yibD PE=3 SV=2	P2593_Unknown_BE
00000298|gene_cluster_GC_00003541|genome_name_P2593_Unknown_BE|gene_callers_id_2244	sp|P33697|EXOO_RHIME	28.571	175	113	4	16	181	46	217	3.16e-07	53.5	sp|P33697|EXOO_RHIME Succinoglycan biosynthesis protein ExoO OS=Rhizobium meliloti (strain 1021) OX=266834 GN=exoO PE=3 SV=2	P2593_Unknown_BE
00000298|gene_cluster_GC_00003541|genome_name_P2593_Unknown_BE|gene_callers_id_2244	sp|Q57022|Y868_HAEIN	34.722	72	47	0	3	74	27	98	3.39e-07	52.8	sp|Q57022|Y868_HAEIN Uncharacterized glycosyltransferase HI_0868 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0868 PE=3 SV=1	P2593_Unknown_BE
00000313|gene_cluster_GC_00003559|genome_name_P2593_Unknown_BE|gene_callers_id_2212	sp|Q895K2|DPO3_CLOTE	25.14	179	109	10	4	170	413	578	0.000187	44.7	sp|Q895K2|DPO3_CLOTE DNA polymerase III PolC-type OS=Clostridium tetani (strain Massachusetts / E88) OX=212717 GN=polC PE=3 SV=1	P2593_Unknown_BE
00000313|gene_cluster_GC_00003559|genome_name_P2593_Unknown_BE|gene_callers_id_2212	sp|Q8XJR3|DPO3_CLOPE	27.219	169	103	8	3	162	434	591	0.000474	43.5	sp|Q8XJR3|DPO3_CLOPE DNA polymerase III PolC-type OS=Clostridium perfringens (strain 13 / Type A) OX=195102 GN=polC PE=3 SV=1	P2593_Unknown_BE
00000491|gene_cluster_GC_00003392|genome_name_P2593_Unknown_BE|gene_callers_id_2242	sp|Q9CG65|GLPO_LACLA	58.66	612	247	5	1	609	1	609	0.0	733.0	sp|Q9CG65|GLPO_LACLA Alpha-glycerophosphate oxidase OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=glpO PE=3 SV=1	P2593_Unknown_BE
00000491|gene_cluster_GC_00003392|genome_name_P2593_Unknown_BE|gene_callers_id_2242	sp|O86963|GLPO_ENTCA	59.211	608	243	3	1	608	1	603	0.0	699.0	sp|O86963|GLPO_ENTCA Alpha-glycerophosphate oxidase OS=Enterococcus casseliflavus OX=37734 GN=glpO PE=1 SV=3	P2593_Unknown_BE
00000491|gene_cluster_GC_00003392|genome_name_P2593_Unknown_BE|gene_callers_id_2242	sp|P35596|GLPO_STRPN	57.8	609	254	2	1	608	1	607	0.0	699.0	sp|P35596|GLPO_STRPN Alpha-glycerophosphate oxidase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glpO PE=3 SV=2	P2593_Unknown_BE
00000491|gene_cluster_GC_00003392|genome_name_P2593_Unknown_BE|gene_callers_id_2242	sp|Q99YI8|GLPO_STRP1	58.128	609	252	2	1	608	1	607	0.0	682.0	sp|Q99YI8|GLPO_STRP1 Alpha-glycerophosphate oxidase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=glpO PE=3 SV=1	P2593_Unknown_BE
