query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000016|gene_cluster_GC_00003309|genome_name_P2695_Unknown_BE|gene_callers_id_2259	sp|P71056|EPSG_BACSU	20.661	242	172	6	120	356	135	361	4.09e-06	52.0	sp|P71056|EPSG_BACSU Transmembrane protein EpsG OS=Bacillus subtilis (strain 168) OX=224308 GN=epsG PE=2 SV=1	P2695_Unknown_BE
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P21325|RT67_ECOLX	34.528	614	330	18	10	602	14	576	2.0699999999999998e-95	308.0	sp|P21325|RT67_ECOLX Retron Ec67 protein OS=Escherichia coli OX=562 GN=ret PE=1 SV=2	P2695_Unknown_BE
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P23072|RT162_MYXXA	30.53	321	182	9	6	294	146	457	1.62e-38	152.0	sp|P23072|RT162_MYXXA Retron Mx162 reverse transcriptase OS=Myxococcus xanthus OX=34 PE=3 SV=1	P2695_Unknown_BE
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P23070|RT86_ECOLX	32.258	310	183	9	13	319	24	309	3.38e-38	147.0	sp|P23070|RT86_ECOLX Retron Ec86 reverse transcriptase OS=Escherichia coli OX=562 GN=ret PE=1 SV=1	P2695_Unknown_BE
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|P23071|RT65_MYXXA	31.429	280	151	6	39	296	150	410	2.15e-35	142.0	sp|P23071|RT65_MYXXA Retron Mx65 reverse transcriptase OS=Myxococcus xanthus OX=34 PE=3 SV=1	P2695_Unknown_BE
00000074|gene_cluster_GC_00003616|genome_name_P2695_Unknown_BE|gene_callers_id_2282	sp|Q46666|RT78_ECOLX	30.0	220	138	3	39	248	29	242	6.16e-17	85.5	sp|Q46666|RT78_ECOLX Retron Ec78 reverse transcriptase OS=Escherichia coli OX=562 GN=ret PE=1 SV=2	P2695_Unknown_BE
00000143|gene_cluster_GC_00004119|genome_name_P2695_Unknown_BE|gene_callers_id_2121	sp|O34638|YKOH_BACSU	31.595	326	208	6	136	450	126	447	4.41e-39	149.0	sp|O34638|YKOH_BACSU Sensor histidine kinase YkoH OS=Bacillus subtilis (strain 168) OX=224308 GN=ykoH PE=3 SV=1	P2695_Unknown_BE
00000143|gene_cluster_GC_00004119|genome_name_P2695_Unknown_BE|gene_callers_id_2121	sp|Q6GGZ4|ARLS_STAAR	29.29	338	207	8	122	449	136	451	2.43e-36	142.0	sp|Q6GGZ4|ARLS_STAAR Signal transduction histidine-protein kinase ArlS OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=arlS PE=3 SV=1	P2695_Unknown_BE
00000143|gene_cluster_GC_00004119|genome_name_P2695_Unknown_BE|gene_callers_id_2121	sp|Q2YY04|ARLS_STAAB	29.29	338	207	8	122	449	136	451	2.8300000000000002e-36	142.0	sp|Q2YY04|ARLS_STAAB Signal transduction histidine-protein kinase ArlS OS=Staphylococcus aureus (strain bovine RF122 / ET3-1) OX=273036 GN=arlS PE=3 SV=1	P2695_Unknown_BE
00000143|gene_cluster_GC_00004119|genome_name_P2695_Unknown_BE|gene_callers_id_2121	sp|Q7A0W5|ARLS_STAAW	29.29	338	207	8	122	449	136	451	2.94e-36	142.0	sp|Q7A0W5|ARLS_STAAW Signal transduction histidine-protein kinase ArlS OS=Staphylococcus aureus (strain MW2) OX=196620 GN=arlS PE=3 SV=1	P2695_Unknown_BE
00000143|gene_cluster_GC_00004119|genome_name_P2695_Unknown_BE|gene_callers_id_2121	sp|Q6G9E7|ARLS_STAAS	29.29	338	207	8	122	449	136	451	2.94e-36	142.0	sp|Q6G9E7|ARLS_STAAS Signal transduction histidine-protein kinase ArlS OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=arlS PE=3 SV=1	P2695_Unknown_BE
