query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000002|gene_cluster_GC_00004153|genome_name_P3352_Finger_millet_BE|gene_callers_id_701	sp|Q49WS9|Y1627_STAS1	50.4	250	115	3	2	248	3	246	5.74e-78	238.0	sp|Q49WS9|Y1627_STAS1 Uncharacterized oxidoreductase SSP1627 OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=SSP1627 PE=3 SV=1	P3352_Finger_millet_BE
00000002|gene_cluster_GC_00004153|genome_name_P3352_Finger_millet_BE|gene_callers_id_701	sp|P25145|Y432_LISMO	46.614	251	124	3	1	246	1	246	3.44e-69	216.0	sp|P25145|Y432_LISMO Uncharacterized oxidoreductase Lmo0432 OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=lmo0432 PE=3 SV=2	P3352_Finger_millet_BE
00000002|gene_cluster_GC_00004153|genome_name_P3352_Finger_millet_BE|gene_callers_id_701	sp|Q92EK7|Y452_LISIN	46.215	251	125	3	1	246	1	246	3.8999999999999995e-68	213.0	sp|Q92EK7|Y452_LISIN Uncharacterized oxidoreductase Lin0452 OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=lin0452 PE=3 SV=1	P3352_Finger_millet_BE
00000002|gene_cluster_GC_00004153|genome_name_P3352_Finger_millet_BE|gene_callers_id_701	sp|Q6GDV6|Y2567_STAAR	40.496	242	128	4	3	243	4	230	1.74e-53	175.0	sp|Q6GDV6|Y2567_STAAR Uncharacterized oxidoreductase SAR2567 OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR2567 PE=3 SV=1	P3352_Finger_millet_BE
00000002|gene_cluster_GC_00004153|genome_name_P3352_Finger_millet_BE|gene_callers_id_701	sp|Q99RF5|Y2478_STAAM	39.669	242	130	3	3	243	4	230	5.44e-53	174.0	sp|Q99RF5|Y2478_STAAM Uncharacterized oxidoreductase SAV2478 OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=SAV2478 PE=3 SV=1	P3352_Finger_millet_BE
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|P71055|EPSF_BACSU	28.571	378	245	8	2	363	6	374	8.62e-37	140.0	sp|P71055|EPSF_BACSU Putative glycosyltransferase EpsF OS=Bacillus subtilis (strain 168) OX=224308 GN=epsF PE=2 SV=1	P3352_Finger_millet_BE
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|B5T072|WCLR_ECOLX	23.37	368	245	11	24	363	22	380	2.44e-19	91.7	sp|B5T072|WCLR_ECOLX UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase OS=Escherichia coli OX=562 GN=wclR PE=1 SV=1	P3352_Finger_millet_BE
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|Q04975|VIPC_SALTI	33.871	124	82	0	193	316	400	523	2.55e-13	74.7	sp|Q04975|VIPC_SALTI Vi polysaccharide biosynthesis protein VipC/TviE OS=Salmonella typhi OX=90370 GN=vipC PE=4 SV=2	P3352_Finger_millet_BE
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|Q58459|Y1059_METJA	29.371	143	98	1	151	293	165	304	4.15e-10	64.3	sp|Q58459|Y1059_METJA Uncharacterized glycosyltransferase MJ1059 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1059 PE=3 SV=1	P3352_Finger_millet_BE
00000095|gene_cluster_GC_00003650|genome_name_P3352_Finger_millet_BE|gene_callers_id_411	sp|B1VEI4|MSHA_CORU7	26.222	225	147	7	156	366	187	406	5.51e-10	63.9	sp|B1VEI4|MSHA_CORU7 D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) OX=504474 GN=mshA PE=3 SV=1	P3352_Finger_millet_BE
