query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function	genome
00000025|gene_cluster_GC_00003257|genome_name_P2496_SD_IT|gene_callers_id_2405	sp|Q1LKJ2|NODI_CUPMC	34.551	301	180	7	2	287	4	302	9.01e-51	172.0	sp|Q1LKJ2|NODI_CUPMC Nod factor export ATP-binding protein I OS=Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) OX=266264 GN=nodI PE=3 SV=1	P2496_SD_IT
00000025|gene_cluster_GC_00003257|genome_name_P2496_SD_IT|gene_callers_id_2405	sp|Q1BWI2|NODI_BURO1	34.114	299	180	6	3	286	6	302	1.19e-49	169.0	sp|Q1BWI2|NODI_BURO1 Nod factor export ATP-binding protein I OS=Burkholderia orbicola (strain AU 1054) OX=331271 GN=nodI PE=3 SV=1	P2496_SD_IT
00000025|gene_cluster_GC_00003257|genome_name_P2496_SD_IT|gene_callers_id_2405	sp|P0DXG8|DRRA1_STRC4	35.179	307	170	9	3	283	9	312	1.28e-49	170.0	sp|P0DXG8|DRRA1_STRC4 Daunorubicin resistance ATP-binding protein DrrA1 OS=Streptomyces coeruleorubidus OX=116188 GN=drrA1 PE=1 SV=1	P2496_SD_IT
00000025|gene_cluster_GC_00003257|genome_name_P2496_SD_IT|gene_callers_id_2405	sp|P32010|DRRA_STRPE	35.179	307	170	9	3	283	9	312	1.92e-49	169.0	sp|P32010|DRRA_STRPE Daunorubicin/doxorubicin resistance ATP-binding protein DrrA OS=Streptomyces peucetius OX=1950 GN=drrA PE=1 SV=1	P2496_SD_IT
00000025|gene_cluster_GC_00003257|genome_name_P2496_SD_IT|gene_callers_id_2405	sp|Q39GT7|NODI_BURL3	33.667	300	182	7	3	287	6	303	2.05e-49	168.0	sp|Q39GT7|NODI_BURL3 Nod factor export ATP-binding protein I OS=Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383) OX=482957 GN=nodI PE=3 SV=2	P2496_SD_IT
00000031|gene_cluster_GC_00003612|genome_name_P2496_SD_IT|gene_callers_id_1882	sp|P96631|IMMR_BACSU	44.068	59	32	1	8	66	7	64	1.9e-05	42.7	sp|P96631|IMMR_BACSU HTH-type transcriptional regulator ImmR OS=Bacillus subtilis (strain 168) OX=224308 GN=immR PE=1 SV=1	P2496_SD_IT
00000031|gene_cluster_GC_00003612|genome_name_P2496_SD_IT|gene_callers_id_1882	sp|P0C5S2|Y410_RHIME	32.692	52	35	0	12	63	23	74	0.000356	39.7	sp|P0C5S2|Y410_RHIME Uncharacterized HTH-type transcriptional regulator R00410 OS=Rhizobium meliloti (strain 1021) OX=266834 GN=R00410 PE=4 SV=1	P2496_SD_IT
00000031|gene_cluster_GC_00003612|genome_name_P2496_SD_IT|gene_callers_id_1882	sp|A6U5H5|Y045_SINMW	32.692	52	35	0	12	63	23	74	0.000356	39.7	sp|A6U5H5|Y045_SINMW Uncharacterized HTH-type transcriptional regulator Smed_0045 OS=Sinorhizobium medicae (strain WSM419) OX=366394 GN=Smed_0045 PE=4 SV=1	P2496_SD_IT
00000031|gene_cluster_GC_00003612|genome_name_P2496_SD_IT|gene_callers_id_1882	sp|O31943|YONR_BACSU	31.034	58	40	0	8	65	6	63	0.003	36.6	sp|O31943|YONR_BACSU SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR OS=Bacillus subtilis (strain 168) OX=224308 GN=yonR PE=4 SV=1	P2496_SD_IT
00000053|gene_cluster_GC_00003604|genome_name_P2496_SD_IT|gene_callers_id_2235	sp|P37783|RFBG_SHIFL	30.612	245	152	7	17	253	1	235	2.0900000000000002e-22	98.2	sp|P37783|RFBG_SHIFL dTDP-rhamnosyl transferase RfbG OS=Shigella flexneri OX=623 GN=rfbG PE=3 SV=1	P2496_SD_IT
00000053|gene_cluster_GC_00003604|genome_name_P2496_SD_IT|gene_callers_id_2235	sp|B5L3F2|WFGD_ECOLX	29.012	162	98	5	13	174	6	150	1.72e-10	63.9	sp|B5L3F2|WFGD_ECOLX UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD OS=Escherichia coli OX=562 GN=wfgD PE=1 SV=1	P2496_SD_IT
00000053|gene_cluster_GC_00003604|genome_name_P2496_SD_IT|gene_callers_id_2235	sp|P64864|Y1547_MYCBO	24.779	226	142	9	13	229	1	207	1.23e-08	59.3	sp|P64864|Y1547_MYCBO Uncharacterized protein Mb1547 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB1547 PE=4 SV=1	P2496_SD_IT
00000053|gene_cluster_GC_00003604|genome_name_P2496_SD_IT|gene_callers_id_2235	sp|P9WLV5|Y1520_MYCTU	24.779	226	142	9	13	229	1	207	1.23e-08	59.3	sp|P9WLV5|Y1520_MYCTU Uncharacterized protein Rv1520 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1520 PE=1 SV=1	P2496_SD_IT
00000053|gene_cluster_GC_00003604|genome_name_P2496_SD_IT|gene_callers_id_2235	sp|P9WLV4|Y1520_MYCTO	24.779	226	142	9	13	229	1	207	1.23e-08	59.3	sp|P9WLV4|Y1520_MYCTO Uncharacterized protein MT1570 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT1570 PE=4 SV=1	P2496_SD_IT
