layers	total_length	gc_content	percent_completion	percent_redundancy	num_genes	avg_gene_length	num_genes_per_kb	singleton_gene_clusters	num_gene_clusters
P1210_SD_BE	2425899	0.459546749473082	95.7746478873239	-1	2400	865.4825	0.98932395783996	12	2251
P2216_UniAntwerpt_BE	2355605	0.460091568832635	95.7746478873239	-1	2356	863.513582342954	1.00016768515944	18	2228
P2297_SD_Lesaf_BE	2337161	0.45995333654806	95.7746478873239	-1	2347	862.907115466553	1.00420980839574	7	2225
P2301_SD_Lale_BE	2334867	0.459978662596199	95.7746478873239	-1	2341	863.36437419906	1.00262670207768	1	2222
P2496_SD_IT	2454650	0.457853054406942	95.7746478873239	-1	2509	847.213630928657	1.02214164952234	31	2312
P2500_SD_IT	2566158	0.455483255512716	95.7746478873239	-1	2638	839.341546626232	1.02799593789626	134	2434
P2531_SD_IT	2326149	0.460244378154624	95.7746478873239	-1	2319	867.245795601552	0.996926680105187	0	2198
P2593_Unknown_BE	2349094	0.460355354021593	95.7746478873239	-1	2361	859.041931385006	1.00506833698439	24	2228
P2599_Fresh_Strawberry_BE	2432281	0.458154711564988	95.7746478873239	-1	2496	844.777644230769	1.02619721981136	0	2334
P2605_Fresh_Strawberry_BE	2431979	0.458163495655185	95.7746478873239	-1	2499	843.690276110444	1.02755821493524	0	2335
P2694_LMG_BE	2518128	0.45775512603013	95.7746478873239	-1	2555	854.818003913894	1.01464262340914	89	2373
P2695_Unknown_BE	2363531	0.459783688049787	95.7746478873239	-1	2388	856.085427135678	1.01035273072365	28	2226
P2710_SD_BE	2499932	0.45790965514262	95.7746478873239	-1	2529	850.181494661922	1.01162751626844	1	2332
P2771_Cococa_Vietnam_BE	2440641	0.460315548251463	97.1830985915493	-1	2434	868.296631059984	0.997278993510311	50	2323
P2795_Unknown_BE	2300198	0.4610868281774	95.7746478873239	-1	2378	837.247266610597	1.03382404471267	14	2208
P2796_Unknown_BE	2566197	0.454859856823151	95.7746478873239	-1	2665	832.473545966229	1.03850172063953	39	2394
P2928_Oganic_Rye_SD_BE	2413560	0.457875917731484	95.7746478873239	-1	2439	853.334563345633	1.0105404464774	50	2260
P2929_Organic_Rye_SD_BE	2227206	0.462235195127887	95.7746478873239	-1	2282	847.665644171779	1.02460212481468	6	2148
P2933_Rye_SD_BE	2533785	0.454621445781706	95.7746478873239	-1	2572	850.151244167963	1.01508217942722	28	2340
P2934_Rye_SD_BE	2273426	0.461780150310588	95.7746478873239	-1	2330	842.299570815451	1.02488490938346	5	2179
P3349_Bambara_BE	2431957	0.458157771704023	95.7746478873239	-1	2496	844.462740384615	1.02633393600298	0	2334
P3350_Sorghum_seso_BE	2520318	0.457241110050398	95.7746478873239	-1	2511	866.861409796894	0.996302847497816	0	2333
P3351_Finger_millet_BE	2499958	0.458061295429763	95.7746478873239	-1	2464	881.934253246753	0.98561655835818	113	2336
P3352_Finger_millet_BE	2448683	0.459272596738737	95.7746478873239	-1	2392	885.629598662207	0.97685163820715	57	2264
P3353_Maize_BE	2516071	0.457247430617022	95.7746478873239	-1	2507	866.867171918628	0.996394775823099	0	2329
P3354_OFSP_BE	2387740	0.458732106510759	97.1830985915493	-1	2408	857.608803986711	1.00848501093084	58	2255
P3401_Brown_teff_BE	2516879	0.457238508486105	95.7746478873239	-1	2509	866.369868473495	0.996869535643152	0	2329
P950_Fermented_Rice_BE	2486616	0.458174482911716	95.7746478873239	-1	2530	852.014229249012	1.01744700428212	54	2350
Reference	2494328	0.460001250837901	95.7746478873239	-1	2425	889.908865979381	0.972205740383783	100	2319
