gene_callers_id	source	accession	function	e_value
1	KOfam	K17869	NADH oxidase (H2O-forming) [EC:1.6.3.4]	4.2e-203
11	KOfam	K03688	ubiquinone biosynthesis protein	5.4e-158
12	KOfam	K03311	branched-chain amino acid:cation transporter, LIVCS family	1.6e-155
13	KOfam	K16209	lactose/raffinose/galactose permease	7e-234
14	KOfam	K12308	beta-galactosidase [EC:3.2.1.23]	6.4e-137
16	KOfam	K05989	alpha-L-rhamnosidase [EC:3.2.1.40]	1.3e-67
17	KOfam	K06610	MFS transporter, SP family, inositol transporter	2e-120
18	KOfam	K05989	alpha-L-rhamnosidase [EC:3.2.1.40]	4.3e-44
19	KOfam	K06610	MFS transporter, SP family, inositol transporter	8.9e-129
21	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	2.5e-22
22	KOfam	K07726	putative transcriptional regulator	1.7e-21
23	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.4e-66
25	KOfam	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	6.4e-134
26	KOfam	K00849	galactokinase [EC:2.7.1.6]	9.1e-129
27	KOfam	K01190	beta-galactosidase [EC:3.2.1.23]	8.5e-155
29	KOfam	K07407	alpha-galactosidase [EC:3.2.1.22]	5.8e-54
30	KOfam	K16209	lactose/raffinose/galactose permease	2.8e-248
31	KOfam	K01785	aldose 1-epimerase [EC:5.1.3.3]	1.3e-77
32	KOfam	K02529	LacI family transcriptional regulator, galactose operon repressor	1.2e-71
33	KOfam	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	2.6e-162
35	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	1.2e-53
36	KOfam	K03734	FAD:protein FMN transferase [EC:2.7.1.180]	1.6e-86
37	KOfam	K03785	3-dehydroquinate dehydratase I [EC:4.2.1.10]	7.3e-88
38	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	1.6e-78
39	KOfam	K11921	LysR family transcriptional regulator, cyn operon transcriptional activator	8.5e-64
40	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	5e-116
41	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	1.8e-81
45	KOfam	K17737	LysR family transcriptional regulator, carnitine catabolism transcriptional activator	1e-59
46	KOfam	K26745	MFS transporter, AAHS family, multidrug transporter	5.5e-115
48	KOfam	K03930	putative tributyrin esterase [EC:3.1.1.-]	3.3e-80
50	KOfam	K02761	cellobiose PTS system EIIC component	4e-142
