gene_callers_id	source	accession	function	e_value
8	KOfam	K03322	manganese transport protein	3.9e-140
9	KOfam	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	4.3e-83
10	KOfam	K16235	S-methylmethionine transporter	2.2e-231
11	KOfam	K00547	homocysteine S-methyltransferase [EC:2.1.1.10]	1.3e-118
12	KOfam	K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	9.6e-148
14	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	6.7e-206
15	KOfam	K08168	MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	2e-64
19	KOfam	K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	1.5e-146
20	KOfam	K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	1.4e-171
23	KOfam	K19302	undecaprenyl-diphosphatase [EC:3.6.1.27]	7.2e-23
25	KOfam	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	0
26	KOfam	K06409	stage V sporulation protein B	4.8e-93
27	KOfam	K06183	16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	3.1e-91
28	KOfam	K17758	ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]	4.1e-95
29	KOfam	K01274	beta-Ala-Xaa dipeptidase [EC:3.4.13.-]	2.8e-218
32	KOfam	K02025	multiple sugar transport system permease protein	4.2e-89
32	KOfam	K05814	sn-glycerol 3-phosphate transport system permease protein	2.7e-110
33	KOfam	K02026	multiple sugar transport system permease protein	2e-83
34	KOfam	K05813	sn-glycerol 3-phosphate transport system substrate-binding protein	3.6e-114
35	KOfam	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	8.5e-51
36	KOfam	K15519	deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	1.1e-57
37	KOfam	K03282	large conductance mechanosensitive channel	4.6e-54
38	KOfam	K01421	putative membrane protein	1.9e-201
41	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1e-94
44	KOfam	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	2.7e-66
45	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	3.7e-26
48	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	8.5e-46
50	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	1.3e-82
51	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	4.7e-80
54	KOfam	K07052	CAAX protease family protein	2.4e-20
55	KOfam	K23775	MarR family transcriptional regulator, organic hydroperoxide resistance regulator	1.2e-48
58	KOfam	K03701	excinuclease ABC subunit A	2.1e-261
60	KOfam	K14059	integrase	7.3e-57
77	KOfam	K02315	DNA replication protein DnaC	1.4e-33
93	KOfam	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	5.9e-15
107	KOfam	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	4.3e-34
122	KOfam	K24042	methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]	6.1e-227
123	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	1.7e-287
125	KOfam	K00958	sulfate adenylyltransferase [EC:2.7.7.4]	2e-158
126	KOfam	K00860	adenylylsulfate kinase [EC:2.7.1.25]	1.5e-105
127	KOfam	K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	1.1e-86
128	KOfam	K01023	arylsulfate sulfotransferase [EC:2.8.2.22]	3.2e-145
130	KOfam	K26937	MATE family, multidrug efflux pump	1.5e-108
132	KOfam	K02348	ElaA protein	4.6e-58
133	KOfam	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	1.9e-173
135	KOfam	K02004	putative ABC transport system permease protein	4.5e-26
135	KOfam	K02003	putative ABC transport system ATP-binding protein	3.3e-95
139	KOfam	K02759	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	5.9e-31
140	KOfam	K02760	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	4.8e-29
141	KOfam	K02761	cellobiose PTS system EIIC component	4.5e-99
142	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	1.5e-207
145	KOfam	K14188	D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	1e-32
146	KOfam	K18907	GntR family transcriptional regulator, regulator for abcA and norABC	4.8e-174
147	KOfam	K06895	L-lysine exporter family protein LysE/ArgO	1.5e-38
149	KOfam	K03402	transcriptional regulator of arginine metabolism	2.4e-52
151	KOfam	K12555	penicillin-binding protein 2A [EC:2.4.99.28 3.4.16.4]	1.3e-282
153	KOfam	K03547	DNA repair protein SbcD/Mre11	3.6e-44
155	KOfam	K03698	3'-5' exoribonuclease [EC:3.1.-.-]	1.2e-119
159	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	3.9e-49
160	KOfam	K17363	urocanate reductase [EC:1.3.99.33]	8.2e-257
160	KOfam	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	1.4e-44
163	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	2.9e-134
167	KOfam	K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	1.8e-110
168	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	6.1e-81
169	KOfam	K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	9.6e-161
169	KOfam	K01497	GTP cyclohydrolase II [EC:3.5.4.25]	5.9e-91
170	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	6.9e-68
171	KOfam	K09962	uncharacterized protein	1.6e-56
173	KOfam	K21562	CRP/FNR family transcriptional regulator, anaerobic regulatory protein	4.5e-63
175	KOfam	K05910	NADH peroxidase [EC:1.11.1.1]	7.7e-153
181	KOfam	K07533	foldase protein PrsA [EC:5.2.1.8]	7.9e-77
183	KOfam	K02503	histidine triad (HIT) family protein [EC:3.9.1.-]	1e-33
184	KOfam	K25158	ABC-2 type transport system ATP-binding protein	7.3e-116
185	KOfam	K25157	ABC-2 type transport system permease protein	2.4e-122
