gene_callers_id	source	accession	function	e_value
0	KOfam	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]	5.7e-45
6	KOfam	K08659	dipeptidase [EC:3.4.-.-]	2.1e-184
7	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	2.1e-16
8	KOfam	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	9.8e-141
9	KOfam	K02548	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	1.9e-51
10	KOfam	K10716	voltage-gated potassium channel	2.9e-32
13	KOfam	K20708	isoleucine 2-epimerase [EC:5.1.1.21]	5.8e-250
14	KOfam	K03294	basic amino acid/polyamine antiporter, APA family	3.3e-138
15	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	5.7e-95
16	KOfam	K11392	16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]	7.4e-111
18	KOfam	K16211	maltose/moltooligosaccharide transporter	2.5e-157
19	KOfam	K00691	maltose phosphorylase [EC:2.4.1.8]	0
20	KOfam	K01785	aldose 1-epimerase [EC:5.1.3.3]	3.9e-78
22	KOfam	K00938	phosphomevalonate kinase [EC:2.7.4.2]	3.2e-105
23	KOfam	K01597	diphosphomevalonate decarboxylase [EC:4.1.1.33]	1.3e-108
24	KOfam	K00869	mevalonate kinase [EC:2.7.1.36]	3.1e-66
25	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	7.3e-50
25	KOfam	K03722	ATP-dependent DNA helicase DinG [EC:5.6.2.3]	1.2e-142
27	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	3.6e-142
28	KOfam	K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	1.6e-154
29	KOfam	K02086	DNA replication protein	7.7e-76
30	KOfam	K02071	D-methionine transport system ATP-binding protein	1.2e-135
31	KOfam	K02072	D-methionine transport system permease protein	2.4e-82
32	KOfam	K02073	D-methionine transport system substrate-binding protein	7.6e-80
34	KOfam	K02011	iron(III) transport system permease protein	6.9e-112
39	KOfam	K03700	recombination protein U	5.2e-84
41	KOfam	K04074	cell division initiation protein	8.9e-22
43	KOfam	K07444	putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	8.7e-172
48	KOfam	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	4.3e-54
49	KOfam	K03830	putative acetyltransferase [EC:2.3.1.-]	4.9e-17
50	KOfam	K07273	lysozyme	1.2e-29
51	KOfam	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1.6e-35
60	KOfam	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	1.2e-270
61	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	6.5e-44
62	KOfam	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	5.9e-124
63	KOfam	K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1.3e-76
64	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	9.5e-132
68	KOfam	K05937	uncharacterized protein	2.2e-47
70	KOfam	K19271	chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	4.1e-60
79	KOfam	K25232	fatty acid kinase fatty acid binding subunit	7.8e-93
