gene_callers_id	source	accession	function	e_value
0	KOfam	K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	1.3e-227
1	KOfam	K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	4.8e-126
2	KOfam	K04083	molecular chaperone Hsp33	2.7e-97
3	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	1.7e-274
4	KOfam	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	1.5e-65
5	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	2.1e-80
6	KOfam	K07571	S1 RNA binding domain protein	8.3e-59
7	KOfam	K13052	cell division protein DivIC	1.6e-27
8	KOfam	K04762	ribosome-associated heat shock protein Hsp15	1.5e-15
9	KOfam	K03328	polysaccharide transporter, PST family	3.6e-95
10	KOfam	K03723	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	0
11	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1e-77
12	KOfam	K00016	L-lactate dehydrogenase [EC:1.1.1.27]	1.3e-115
16	KOfam	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	1.4e-133
18	KOfam	K00930	acetylglutamate kinase [EC:2.7.2.8]	3.7e-68
19	KOfam	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	2e-155
20	KOfam	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	3.9e-108
21	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	8.8e-140
22	KOfam	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0
23	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	1.2e-102
24	KOfam	K02050	NitT/TauT family transport system permease protein	3e-53
25	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	1.8e-52
26	KOfam	K03549	KUP system potassium uptake protein	4.6e-168
27	KOfam	K07171	mRNA interferase MazF [EC:3.1.-.-]	2.1e-44
28	KOfam	K01775	alanine racemase [EC:5.1.1.1]	4.8e-131
29	KOfam	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	1.5e-34
30	KOfam	K05592	ATP-dependent RNA helicase DeaD [EC:5.6.2.7]	6e-196
31	KOfam	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	1.2e-150
33	KOfam	K03799	heat shock protein HtpX [EC:3.4.24.-]	2e-86
34	KOfam	K03744	LemA protein	5.8e-73
35	KOfam	K07284	sortase A [EC:3.4.22.70]	8.5e-43
37	KOfam	K02909	large subunit ribosomal protein L31	3.3e-25
38	KOfam	K03628	transcription termination factor Rho	3.4e-204
39	KOfam	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	2e-162
42	KOfam	K01752	L-serine dehydratase [EC:4.3.1.17]	2.6e-90
43	KOfam	K01752	L-serine dehydratase [EC:4.3.1.17]	8e-32
44	KOfam	K03837	serine transporter	2.4e-172
45	KOfam	K01875	seryl-tRNA synthetase [EC:6.1.1.11]	6.7e-179
46	KOfam	K01937	CTP synthase [EC:6.3.4.2]	5.2e-264
47	KOfam	K03048	DNA-directed RNA polymerase subunit delta	8.1e-58
49	KOfam	K16869	octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	9.8e-84
50	KOfam	K06885	uncharacterized protein	1.2e-137
51	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	5.7e-60
54	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1.1e-145
55	KOfam	K17836	beta-lactamase class A [EC:3.5.2.6]	1e-36
56	KOfam	K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	2.3e-197
57	KOfam	K09685	HTH-type transcriptional regulator, purine operon repressor	7.5e-125
60	KOfam	K02075	zinc/manganese transport system permease protein	4.4e-70
62	KOfam	K06889	uncharacterized protein	2.6e-36
63	KOfam	K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	3.3e-79
65	KOfam	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	1.9e-106
66	KOfam	K05985	ribonuclease M5 [EC:3.1.26.8]	5.6e-86
67	KOfam	K03424	TatD DNase family protein [EC:3.1.21.-]	6.8e-85
68	KOfam	K07552	MFS transporter, DHA1 family, multidrug resistance protein	1.8e-78
69	KOfam	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	4.7e-191
70	KOfam	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	3.3e-16
72	KOfam	K12410	NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313]	1.3e-68
74	KOfam	K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	5.5e-187
75	KOfam	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	6.2e-78
81	KOfam	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	4.5e-229
82	KOfam	K02761	cellobiose PTS system EIIC component	2.4e-140
85	KOfam	K02761	cellobiose PTS system EIIC component	4.9e-143
86	KOfam	K03489	GntR family transcriptional regulator, transcriptional regulator of bglA	2.9e-62
87	KOfam	K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	4e-98
90	KOfam	K21498	antitoxin HigA-1	1.2e-24
91	KOfam	K07052	CAAX protease family protein	5.5e-14
92	KOfam	K07052	CAAX protease family protein	9.9e-12
93	KOfam	K07052	CAAX protease family protein	3e-19
94	KOfam	K07052	CAAX protease family protein	4.2e-16
95	KOfam	K20345	membrane fusion protein, peptide pheromone/bacteriocin exporter	5.5e-94
96	KOfam	K20344	ATP-binding cassette, subfamily C, bacteriocin exporter	1.1e-284
99	KOfam	K07052	CAAX protease family protein	2.2e-18
100	KOfam	K07707	two-component system, LytTR family, response regulator AgrA	2.3e-71
101	KOfam	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	6.1e-75
103	KOfam	K07052	CAAX protease family protein	5.4e-18
114	KOfam	K26730	Na+:H+ antiporter	1.2e-119
115	KOfam	K03311	branched-chain amino acid:cation transporter, LIVCS family	4.5e-153
116	KOfam	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	1.6e-58
120	KOfam	K00633	galactoside O-acetyltransferase [EC:2.3.1.18]	6.8e-99
120	KOfam	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	6.7e-71
133	KOfam	K02440	glycerol uptake facilitator	4.4e-110
134	KOfam	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	5.1e-143
134	KOfam	K00105	alpha-glycerophosphate oxidase [EC:1.1.3.21]	0
135	KOfam	K00864	glycerol kinase [EC:2.7.1.30]	8.3e-220
136	KOfam	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	6.3e-125
137	KOfam	K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	5.9e-126
138	KOfam	K05845	osmoprotectant transport system substrate-binding protein	2e-91
138	KOfam	K05846	osmoprotectant transport system permease protein	8.4e-95
142	KOfam	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	4.7e-38
145	KOfam	K09384	uncharacterized protein	1.7e-123
147	KOfam	K08987	putative membrane protein	5.7e-39
149	KOfam	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	6.4e-48
152	KOfam	K00016	L-lactate dehydrogenase [EC:1.1.1.27]	2.2e-75
153	KOfam	K03320	ammonium transporter, Amt family	2.5e-134
157	KOfam	K09693	teichoic acid transport system ATP-binding protein [EC:7.5.2.4]	8.1e-117
158	KOfam	K09692	teichoic acid transport system permease protein	1.4e-73
160	KOfam	K08969	L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]	3.7e-193
161	KOfam	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	3.9e-65
162	KOfam	K02072	D-methionine transport system permease protein	3e-82
163	KOfam	K02071	D-methionine transport system ATP-binding protein	7.4e-133
164	KOfam	K02073	D-methionine transport system substrate-binding protein	2.4e-86
165	KOfam	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	9.7e-62
166	KOfam	K03523	biotin transport system substrate-specific component	6.6e-45
168	KOfam	K08659	dipeptidase [EC:3.4.-.-]	4.5e-177
170	KOfam	K04088	modulator of FtsH protease HflK	6.4e-37
171	KOfam	K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	2.4e-101
172	KOfam	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	8.2e-105
173	KOfam	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	2.8e-198
174	KOfam	K16919	acetoin utilization transport system permease protein	3.8e-27
175	KOfam	K16921	acetoin utilization transport system ATP-binding protein	1.2e-100
176	KOfam	K07979	GntR family transcriptional regulator	2.2e-39
182	KOfam	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	8.5e-165
182	KOfam	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	9.5e-134
183	KOfam	K11071	spermidine/putrescine transport system permease protein	2.8e-88
184	KOfam	K11070	spermidine/putrescine transport system permease protein	8e-96
185	KOfam	K11069	spermidine/putrescine transport system substrate-binding protein	1.7e-118
186	KOfam	K03071	preprotein translocase subunit SecB	5.8e-13
190	KOfam	K03885	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	5.4e-101
192	KOfam	K02348	ElaA protein	9.7e-53
193	KOfam	K00925	acetate kinase [EC:2.7.2.1]	1.3e-169
195	KOfam	K10844	DNA excision repair protein ERCC-2 [EC:5.6.2.3]	1e-140
198	KOfam	K02437	glycine cleavage system H protein	5.4e-13
201	KOfam	K07052	CAAX protease family protein	2.1e-19
202	KOfam	K07052	CAAX protease family protein	3.4e-19
204	KOfam	K02004	putative ABC transport system permease protein	8.2e-19
206	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	9.6e-85
207	KOfam	K06994	putative drug exporter of the RND superfamily	1.4e-141
209	KOfam	K07816	GTP pyrophosphokinase [EC:2.7.6.5]	1e-72
211	KOfam	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	2.8e-145
212	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	7.4e-87
215	KOfam	K02761	cellobiose PTS system EIIC component	6e-157
