key,P1211_Sourdough_BE,P2271_Sourdough_CN,P2302_Sourdough_BE,P2336_Sourdough_BE,P2466_Sourdough_Lib,P2468_Sourdough_Lib,P2474_Sourdough_Lib,P2505_Sourdough_Lib,P2506_Topinambur_IT,P2538_Sourdough_Lib,P2584_Sourdough_BE,P2600_Strawberry_BE,P2603_Strawberry_BE,P2604_Strawberry_BE,P2617_FreshMango_BE,P2620_FreshMango_BE,P2709_Sourdough_BE,P2715_MarsSourdough_BE,P2716_MarsSourdough_BE,P2731_FreshMango_BE,P2732_FreshMango_BE,P2733_FreshMango_BE,P2734_FreshMango_BE,P2811_SweetCherry_BE,P2813_SweetCherry_BE,P2814_SweetCherry_BE,P2827_FermentedMango_BE,P2918_Fermented_IQF_Mango_BE,P3181_GREEN_Injera_BE,P3181_WHITE_Injera_BE,P331_Cacoa_CR,P3336_GreenBanana_BE,P3337_BambaraGroudhut_BE,P3338_BambaraGroudhut_BE,P3340_RedCowpea_BE,P3341_WhiteCowpea_BE,P3342_SorghumSeso_BE,P840_1_Sourdough_BE,P840_2_Sourdough_BE,P840_Sourdough_BE,Reference_reformatted,Type_Strain_reformatted
P1211_Sourdough_BE,1.0,0.9005753653374876,0.9984626477363404,0.8836700211674856,0.9998347484730328,0.9995641971008696,0.9994989039296832,0.8454077318446731,0.7905107913333679,0.8876762720355184,0.9984604608123372,0.999704562962458,0.99970811530546,0.9996507800152502,0.998315465337228,0.9983187180713968,0.999172268376422,0.9999168991220804,0.9999144179774688,0.9995985319704456,0.8764621943370479,0.8755416176770355,0.9999165866956944,0.9003069762302259,0.8980028864589088,0.8652851431919213,0.9995510216360814,0.6391195806089769,0.7043689723682416,0.7044335342845138,0.895515340515777,0.8750033903303268,0.8150242186688571,0.773920189055273,0.785032860475923,0.8757258792284485,0.7855061761117988,0.9999159572763034,0.9999162742693084,0.9999168945557498,0.8813800752102785,0.9037620394180867
P2271_Sourdough_CN,0.8789822989047404,1.0,0.8830084605974832,0.8432132183441972,0.882739070235586,0.8812164142261061,0.881234150351667,0.8293147495320962,0.7763665734638365,0.8440132603780056,0.8827115279810529,0.8819194592895775,0.8821795004893329,0.8821623852976326,0.8801984122037705,0.8802010016944636,0.8806214841513135,0.8815630775194262,0.8818625911718206,0.8809639275683364,0.8399265789148527,0.8382017914592981,0.8815630775194262,0.8444849362901679,0.8423582995848514,0.8336396103135723,0.8804686607637571,0.6264742428589535,0.6881236792796035,0.687952961490415,0.8435818670036053,0.8377587880813376,0.8137262059986928,0.7555909693700247,0.767050341108594,0.839084559885441,0.7564298427083876,0.8796041643878169,0.8793060288280772,0.8795896237764866,0.8431058922576586,0.8485548869222401
P2302_Sourdough_BE,0.9730267154157451,0.8849781470806183,1.0,0.8676613939759497,0.9732236448985924,0.9727172272891942,0.9726536794277574,0.8356414870727843,0.7772319394428016,0.866433381565941,0.9973000977979396,0.9729248631331432,0.9729282891428886,0.9728712240602728,0.9715650699018424,0.971569424154092,0.9729690849283128,0.9731206234651664,0.9732986996639612,0.9728117069432588,0.8583583341308405,0.8570300915222551,0.9731175943572,0.878839190402784,0.873014586209129,0.8570679858679461,0.9727601699442986,0.6388387657098167,0.6906695563208154,0.69092046968036,0.872433551378277,0.8564199592432357,0.7973812210366629,0.7623945248021375,0.7671704201554368,0.857373297315684,0.7732858031888595,0.9733004885711202,0.9731200176435733,0.9733017002149814,0.8566356088723401,0.8780962322351787
P2336_Sourdough_BE,0.8783499040825917,0.8557552421219969,0.8826387549460497,1.0,0.8795951607023497,0.8793628984772683,0.8793593867856844,0.8465831315808338,0.783847133241404,0.8995741654676727,0.8826363893451042,0.8791350034246679,0.8791377518283487,0.8791378545596588,0.879083146533604,0.8790800418155237,0.87846674023034,0.8793677956305939,0.8793608817772245,0.8790457041863348,0.8596138884893801,0.8580947261554362,0.8793659538111411,0.9019810159449018,0.9257484313756048,0.8507562332758754,0.8782132903387939,0.6370747074898386,0.6972264498093181,0.6970733343158079,0.8979533018090977,0.8572067721002189,0.8196636083051889,0.7650464373494493,0.7756048045308396,0.8587843495880564,0.7881830012698747,0.878418454017774,0.8784179237313985,0.8784187641182096,0.8759023301087183,0.9178744939179768
P2466_Sourdough_Lib,0.9943090493777232,0.9017031052605124,0.992936463935667,0.8774128249341457,1.0,0.9986683446433984,0.9987104387163036,0.8440612712765627,0.785406306055532,0.8833099509446748,0.9927476136671076,0.9969896076675072,0.9983929923814452,0.9984116587831572,0.9927335683449214,0.992736205756704,0.9935086922503368,0.9997072595148276,0.9998892703658656,0.9996656395621534,0.8763100583368489,0.8753544218076529,0.9997044642741754,0.89533118488033,0.8927143412873384,0.8637841584820284,0.9939732280675008,0.6385060436658291,0.7001948613849165,0.7004450401025158,0.8894618478196455,0.8743365085160334,0.8164695870447691,0.7668591342027747,0.7787414601015752,0.8760306461629529,0.7779986364368177,0.994604727185092,0.9944205408729936,0.9945898205286342,0.8768755371722853,0.8995477764447045
P2468_Sourdough_Lib,0.9957665960253091,0.9000997208022896,0.9944637637224034,0.878455680418312,0.9999192180478208,1.0,0.9999329327236612,0.8436667221843435,0.7859756224082369,0.8836207316997354,0.9944622110178922,0.9980577153706762,0.998554391807282,0.99849711169058,0.9930223935122314,0.9930265736059958,0.995067170943628,0.9999969157281564,0.9999966132579328,0.9999552934982008,0.8760396576533651,0.8750867481173764,0.9999969157281564,0.8950172727572472,0.8932968195675342,0.8636927923357591,0.9953171209943878,0.6377318105549019,0.6994379110563905,0.6997676332076307,0.8885965271481581,0.8740684800053716,0.8153685964396685,0.7693196972651248,0.7799998000014128,0.8758051944116875,0.7789357897020249,0.9958606976475556,0.9958600765147354,0.9958613187803756,0.8775630420412555,0.8994645217124771
P2474_Sourdough_Lib,0.9952393186859128,0.90117328874982,0.9937118606564812,0.8785929416012003,0.999980609932964,0.999966638332446,1.0,0.8441372013688575,0.7866804902518142,0.8859979511511474,0.9937112385244722,0.9984131427097782,0.9986459690130433,0.998651129776021,0.9945660723077834,0.99457056855841,0.994784690297472,0.9999657075992828,0.9999654045020232,0.99964865461887,0.8778973873836016,0.8767393935793324,0.9999657075992828,0.8957251382903662,0.8944087472829226,0.8642232624597511,0.995030690727719,0.6379094587598414,0.7005356160682363,0.7006234054185243,0.8905328897517707,0.8752731786031099,0.8150336046006352,0.7678330612538448,0.7801158308765221,0.8776362571583198,0.7804491109742668,0.9953491280537596,0.9953488141641272,0.99533419646833,0.8791020125408197,0.8999115695528381
P2505_Sourdough_Lib,0.8146247129237462,0.8260273936517576,0.826532217049016,0.8274428113691393,0.8164689504930748,0.8157630041017885,0.8157556106931675,1.0,0.766494426528049,0.8118603772633592,0.8265054473687814,0.8155425963162273,0.8159746794067837,0.8159829720389508,0.8149721483981254,0.8149802752088819,0.8139354129627365,0.8162603287321952,0.8162848449868192,0.8162480672788052,0.8189692460272872,0.8181979533208812,0.8162594456289872,0.8216287969535502,0.8101727944490184,0.8222618192645942,0.8142463144934662,0.6178781883645107,0.6700065001744466,0.669795692417424,0.81666224729584,0.8178015638838018,0.8028764658744981,0.7475160053073227,0.7485133747979419,0.8182664209803278,0.7480939357673304,0.8147005173806183,0.8146734442946092,0.8147010895129213,0.7944283018347452,0.8077930507255955
P2506_Topinambur_IT,0.7877889085831036,0.7941148958530075,0.7921345580161983,0.786606838966853,0.79007708154731,0.7897467579623451,0.7897414545579978,0.7895817006765192,1.0,0.7837357026165493,0.7920616895902582,0.7893825631654676,0.7896840533067194,0.7896973653493439,0.7894841463786405,0.7894975767359105,0.7876041784203965,0.7899869621577292,0.7900593373604581,0.7896828463889539,0.7882067873920073,0.7871347481666393,0.7899869651997914,0.7969003169086426,0.7879083478562657,0.7808069942489099,0.7877611291432793,0.628164920947485,0.6504009159284669,0.6508820038843407,0.7921947371967227,0.7863367163686731,0.7591432353119242,0.8130841844086013,0.8669926814235854,0.7879128679537609,0.8104059478837198,0.7878614629300199,0.7877939222210885,0.7878614629300199,0.7849267783958069,0.7988631879978805
P2538_Sourdough_Lib,0.855959124705518,0.8305022994221409,0.858192880910706,0.8756210603342067,0.859431226211987,0.8581513899930139,0.8581535874626612,0.8168348813765932,0.7600290414189984,1.0,0.8578452736559421,0.8587484977453813,0.85874960714211,0.8587463883718758,0.8581602328260558,0.8581549869135431,0.8575165473486314,0.858157468920262,0.8585053613988349,0.8581118019633862,0.8354248242494792,0.8340531260837839,0.858157468920262,0.8719502658674876,0.8768629089861681,0.8405255206410576,0.8571792113062093,0.6143390282731006,0.6762573412656975,0.6762592772118262,0.8810343548326416,0.8331774920397811,0.796296310752585,0.7443364782291908,0.7554795369979702,0.8343780821401571,0.7764713060482608,0.8566113365313697,0.8562603660258921,0.8566113365313697,0.8689575450517988,0.8845839889138536
P2584_Sourdough_BE,0.9748599468833518,0.8861923160346161,0.999432303136153,0.8692170049601349,0.974874954859826,0.974610565142556,0.9745478345869042,0.8367933044987809,0.7792229555742954,0.8673275460841232,1.0,0.9747445704445517,0.974748002144748,0.97469085560816,0.9733958152271238,0.9733995705326932,0.9746717491676656,0.9749537454057188,0.974950429614252,0.9749130657524226,0.8588202613236383,0.8574877135295741,0.9749516206516048,0.8807149735555847,0.8756238905474698,0.856002056949283,0.9745793444429052,0.6353658073059149,0.6914647180226199,0.6917179607597844,0.8746803563541069,0.8569048559900114,0.7984874572430628,0.7642494578771912,0.7693802962990542,0.857831606070086,0.7763506181273001,0.9749519184109432,0.9749531383331148,0.9749525254837326,0.8578874217887822,0.8804126593872676
P2600_Strawberry_BE,0.9961427189916572,0.9025959395709438,0.9947691945018567,0.8829160115837463,0.9999144404230051,0.9997129711181998,0.9996939202547036,0.8474835984409155,0.7892155206458156,0.8893638184101521,0.994768569918521,1.0,0.99999314363881,0.9999743988736922,0.9982769580522992,0.9982675961285146,0.9962211741102168,0.9998953711988192,0.9998935092321728,0.9998535117881472,0.880081113965051,0.8796344314299613,0.9998941217555872,0.9009177202727282,0.899895346650501,0.8661867830721264,0.9963715249050774,0.6383206301178734,0.7020337552330179,0.7020102797732908,0.8943090868696757,0.8782309703651611,0.8149931725091615,0.7698065664523391,0.7832447761149198,0.879777147810824,0.7851758842441072,0.9964231681421568,0.9964234835680508,0.9964237927433548,0.8822995401748641,0.90309514981184
P2603_Strawberry_BE,0.9963257643256604,0.9010933479507482,0.9949875002477366,0.8825585447802766,0.999915077242595,0.9990952792348242,0.9990919942512974,0.8440148762374954,0.7901347529527518,0.8891881035149147,0.9949868758194172,0.999356845299628,1.0,0.9999594128702524,0.9982619690232256,0.9982529168671758,0.995983177481604,0.9998800872302974,0.999878842835725,0.999561846818154,0.8802623426482794,0.8798154249666339,0.9998788380153362,0.9002000975146891,0.8991508308732875,0.8672911447678272,0.9963302610630276,0.6392029419087965,0.7020392094225294,0.7020142264542775,0.8929925871611389,0.8787009929528357,0.814019247241388,0.7690608174338348,0.7836012578238151,0.8799584379076743,0.784408999761949,0.9963972052824712,0.9963978297628768,0.9963822177527314,0.8823347774930668,0.9033046376721328
P2604_Strawberry_BE,0.9949757927286468,0.9032980895984388,0.9938398428670774,0.8829713919297699,0.9999331884587834,0.9988357546113412,0.998850545233178,0.8490180058518155,0.7878157851722823,0.8882090285571174,0.9938392183374948,0.9988622048116774,0.9999732799283376,1.0,0.9982882368999492,0.9982837472053784,0.994598228256508,0.9998800848572624,0.9998794698893968,0.9995618445437836,0.8786082908697219,0.8781846722644286,0.9998800848572624,0.9001870610150569,0.8984138866996877,0.8667797288239324,0.995204637277062,0.6400851734122968,0.7036877891558005,0.7036917828858138,0.8939728351613998,0.8774670323364605,0.8191996963026911,0.7688969843919177,0.78235137009368,0.8783690777944984,0.783350057393715,0.9952562170984282,0.995255282787459,0.9952568416458056,0.8824534441298071,0.9022595497196374
P2617_FreshMango_BE,0.9955924262236144,0.9019154121988778,0.9943499790692732,0.8835077319857044,0.9992696404335544,0.998561550686824,0.9984960639013716,0.8460320693666189,0.7895063260066437,0.8909954282752262,0.9943477897845462,0.9982251110923132,0.998844331472324,0.9987808340026544,1.0,0.9999893725610268,0.9947338943888886,0.9999893772837708,0.9999840694795116,0.9993093909695628,0.8813481848298679,0.8807328230799757,0.9999865622669368,0.9013735339254276,0.9001776838915118,0.8669893304642753,0.995780716591158,0.6386649542507198,0.7024361856995538,0.7027424779831841,0.8950312322915599,0.8797045623605374,0.8185637227918884,0.7730845319132245,0.7847939612684536,0.8810874389233677,0.788850876715847,0.995685945232604,0.9956887626912992,0.9956865707603286,0.8838174739307382,0.9032961803018852
P2620_FreshMango_BE,0.9961703428997952,0.9024873004370728,0.9951888797050664,0.8849903678624905,0.9995692954805672,0.9988487080828908,0.998783650379136,0.8480150547792555,0.7901003557376506,0.8898806188544791,0.9951860655257028,0.998144394059782,0.9992951926081328,0.9992362659562688,0.9999936087733672,1.0,0.99504407369644,0.9999975119268776,0.999993140167072,0.9993328663914948,0.8802095977170354,0.8798379028634856,0.9999943841998468,0.9029216260840554,0.9004561322321571,0.8667511900911844,0.996046940254373,0.6416517666897632,0.7032297186834398,0.7035647723927004,0.8956611476996417,0.8785609828619639,0.8165293061909643,0.7697170864447164,0.7827229560122353,0.8799640192351276,0.7847215931620449,0.996264159340732,0.996266971150371,0.9962654101914828,0.8835928024258716,0.9037741600195623
P2709_Sourdough_BE,0.9991588227700235,0.9008977110232088,0.99842689359953,0.8869277886741401,0.9994140470505352,0.9992038339731908,0.999185097028788,0.8482299764654326,0.7907760571089834,0.89058612260773,0.9982416542689606,0.9992932855580798,0.9992923530780452,0.9992784698930806,0.997582737595427,0.9975782453115004,1.0,0.9992072337267388,0.999393105379236,0.999164757485954,0.8795090310440024,0.8785893613496556,0.9992050562644412,0.9013827084542274,0.902084138781421,0.8675372859203743,0.999149777123068,0.6413974703326367,0.7052459172714707,0.7052308318416473,0.897074269065869,0.8778037271390635,0.8169943557330352,0.7756109956908301,0.7855599815048768,0.8787321376311721,0.7865295836338704,0.9993899681055384,0.9992025573967194,0.9993905928226616,0.8839849304263909,0.9049545633725032
P2715_MarsSourdough_BE,0.994349962460022,0.8979243999869256,0.992539021054017,0.8751010513796872,0.9992847526770616,0.9985835159981216,0.9985186063359648,0.8378677985208204,0.7846165035011582,0.8839519671832695,0.9925362311788156,0.9969778518898476,0.9975916009702572,0.997533499211018,0.9911399786432864,0.9911432272531296,0.9935042524511942,1.0,0.9999941188653466,0.9990510165959656,0.8755688250329499,0.874128751130771,0.9999959743453094,0.8929549453987687,0.8909490356420932,0.8624117021639781,0.9947712391302268,0.6353674235232282,0.6982539372175571,0.6983233088120794,0.8867113468227853,0.8733688700351407,0.8131768877791657,0.7692793868366419,0.7794321064559225,0.8753304602291646,0.7810150212303925,0.9944423409487124,0.994445753523972,0.9944435809284262,0.8757212016640344,0.8974677592978771
P2716_MarsSourdough_BE,0.9935681631580684,0.899512050642661,0.9927010311148644,0.8767651800457588,0.9992825643839276,0.9981387676920248,0.9980737430056762,0.8400923644864088,0.7848680749778164,0.8843123281573947,0.992512496948162,0.996435189219238,0.997540453700855,0.9974828780395032,0.9927775662657092,0.9927817516680948,0.993175960491882,0.9998111810334414,1.0,0.998860523116397,0.8769744354311673,0.87562579704842,0.9998105642149544,0.8941287529434119,0.8921441701931406,0.8627600307615911,0.9939756274575916,0.6375439810252479,0.7009221713749096,0.7012543689551822,0.8881845245997756,0.874433946592917,0.8154872588569549,0.7686191402385466,0.7797549638706985,0.8767125290670026,0.7828765519578469,0.9940725382586842,0.9938849462061632,0.9940731593692402,0.8767441228809446,0.898764325782105
